"directivity","event","channel","real","station_id","Acc_Max_EW","Acc_Max_NS","Acc_Max","Max_Sa_0.05_s","Max_Sa_0.1_s","Max_Sa_0.2_s","Max_Sa_0.3_s","Max_Sa_0.4_s","Max_Sa_0.5_s","Max_Sa_0.6_s","Max_Sa_0.7_s","Max_Sa_0.8_s","Max_Sa_0.9_s","Max_Sa_1_s","Max_Sa_2_s","Max_Sa_3_s","Acc_GM_max","GM_Sa_0.05_s","GM_Sa_0.1_s","GM_Sa_0.2_s","GM_Sa_0.3_s","GM_Sa_0.4_s","GM_Sa_0.5_s","GM_Sa_0.6_s","GM_Sa_0.7_s","GM_Sa_0.8_s","GM_Sa_0.9_s","GM_Sa_1_s","GM_Sa_2_s","GM_Sa_3_s","Acc_Res_max","Res_Sa_0.05_s","Res_Sa_0.1_s","Res_Sa_0.2_s","Res_Sa_0.3_s","Res_Sa_0.4_s","Res_Sa_0.5_s","Res_Sa_0.6_s","Res_Sa_0.7_s","Res_Sa_0.8_s","Res_Sa_0.9_s","Res_Sa_1_s","Res_Sa_2_s","Res_Sa_3_s","arias_ew_g","arias_ns_g","arias_ew_m","arias_ns_m","arias_ew_std","arias_ns_std","ew_m_time_5","ew_m_time_95","ns_m_time_5","ns_m_time_95"
"dir090","dudley","Bchan","real20","stn09",0.409,0.222,5.533,0.465728309622058,0.941717516949883,0.584946274404304,0.713087774840102,0.534697389953863,0.380572517104356,0.365943509572241,0.292211702891333,0.2243421284433,0.171338083938645,0.134207889124645,0.0273265704623517,0.011543649518427,0.269709870509034,0.343335042513376,0.732441504618592,0.466072854572771,0.378662122740744,0.316596565131562,0.212796104131564,0.211436236267701,0.166323242932634,0.162462783437416,0.139939316368593,0.107875056158556,0.0232598783534206,0.00967624804145753,0.413884720361612,0.530062124172412,1.10061738195418,0.692869526541593,0.740895286729655,0.566605557590508,0.398738914010511,0.385796321032653,0.30716431960475,0.253320414820383,0.205961130447912,0.159781735078218,0.0337448880626196,0.0141082631835099,9.46962027148441e-09,3.32740454197001e-09,9.10697019949655e-07,3.19997773264933e-07,15.3368748,13.842738,79.1599536,94.4968284,79.1453052,92.9880432
"dir090","dudley","Bchan","real20","stn12",0.189,0.179,3.971,0.207951537239746,0.499413549428014,0.372078843388063,0.360702358172391,0.268201913810331,0.216080825361544,0.144314170039572,0.0975706878749613,0.0775525288843134,0.0902679999116041,0.0762878624098521,0.0124646888856528,0.0063524935627564,0.147560283359039,0.206124909321067,0.450019892693174,0.363467819357652,0.318631207854407,0.253655954160407,0.206002797928972,0.142371727022571,0.0908643878721127,0.074659451345326,0.0774757540554706,0.0683269631527598,0.0119378595989464,0.00604589222686223,0.221267141821826,0.291527332832381,0.643314398416371,0.514302912571187,0.457525867485914,0.359838501230861,0.291996309376244,0.201381000081023,0.129152698010624,0.105736983317993,0.112116351610711,0.0978002434634997,0.0169141583455556,0.00857109758170328,3.14871087748737e-09,3.27712789532473e-09,3.02812734893481e-07,3.15162648839438e-07,14.5312128,17.4608928,92.8562076,107.3874204,89.6775048,107.1383976
"dir090","dudley","Bchan","real30","stn01",0.77,1.023,2.819,1.14852390504189,2.83109002396777,1.89170129005062,0.909578882164378,0.547845745064242,0.400270740939853,0.235217897743062,0.186530339192029,0.139506057692943,0.114587460686526,0.0960726259874399,0.0256879219838154,0.0104254970494693,0.758108761505894,1.0318400625008,2.80071779928217,1.46890133648121,0.638420996615273,0.38447093280822,0.283835623577522,0.204883530930024,0.172701466656524,0.107820401353699,0.0773270419638536,0.0648881251679045,0.014372871095097,0.00721776370054296,1.0900134881482,1.47595932956057,3.96127388490516,2.20895859736057,1.01396569880558,0.610684844751147,0.448025054092451,0.295255564946526,0.245684520640623,0.162499436801726,0.12590992693463,0.105596678490873,0.0269173051858477,0.0115611809854886,2.50478217770453e-08,2.52657028524987e-08,2.40885864423532e-06,2.42981235097636e-06,6.152328,5.3320176,23.6864628,29.8387908,23.7597048,29.0917224
"dir090","dudley","Bchan","real30","stn09",0.492,0.247,5.533,0.551942422437931,1.1326167205234,0.692567762490556,0.916936433191143,0.675951716391355,0.447884418759717,0.410761577352003,0.314270903626611,0.236594441033716,0.181506234364206,0.140874695283141,0.0295758102429191,0.0127152080031358,0.301773850025147,0.397863699140397,0.889756729557819,0.524482865983352,0.471667948934225,0.395920117641182,0.243388083551518,0.236686542139262,0.179784609953262,0.170902066745063,0.147724043759307,0.113172348832925,0.0245123158193804,0.0102680532556647,0.496817812266388,0.622007277028897,1.33093278453896,0.798380534637203,0.948492887955751,0.714624387269484,0.467004812011799,0.432810750547009,0.330672278101289,0.266864688124146,0.217714564529203,0.167665376833457,0.035881146627323,0.0151799772258924,1.30176179845994e-08,4.38284730807631e-09,1.25190932324097e-06,4.2150010960627e-07,15.3515232,13.6523088,79.1599536,94.5114768,79.1599536,92.8122624
"dir090","dudley","Bchan","real30","stn12",0.226,0.203,3.971,0.253818257383714,0.622758809656449,0.381397538046015,0.478590032512971,0.33348321791788,0.253525874671588,0.164805655686504,0.1076752752082,0.0832173400242242,0.0959450419134295,0.0783677392866328,0.0132958862805946,0.00647983055609644,0.170168965807517,0.245293726267979,0.570575335974435,0.380792150471303,0.422397782300462,0.313500556019364,0.245805494041573,0.163567847336406,0.0998240499800489,0.0792978863767305,0.082131326292288,0.070722480097722,0.0126914983234579,0.00629405419926123,0.246670446106055,0.347302482803294,0.813087501307804,0.538522782592881,0.606655281810074,0.44504848114121,0.347953867481226,0.231333015581982,0.141980977501101,0.112405061948995,0.118947245438857,0.101068719095835,0.0179873214997253,0.00890866759891233,4.3055178772495e-09,4.7033066704065e-09,4.14063308531774e-07,4.52318809609542e-07,14.4140256,17.4462444,92.8855044,107.29953,89.6921532,107.1383976
"dir090","folkestone","Hchan","real10","stn01",0.185,0.378,2.819,0.401251315625229,0.509773385099397,0.842155770083132,0.640814465127634,0.579453581276337,0.466452886691793,0.321501486859749,0.293604972611247,0.252019838612511,0.190708156587575,0.138752730149452,0.0300854851023496,0.00934190629632815,0.197803892019343,0.281987806729655,0.368191526876795,0.5403831236514,0.527599040691513,0.474301339446848,0.419388827255513,0.293076469622169,0.25225718085735,0.178417793921537,0.15910779804819,0.106382667876804,0.0239795632444854,0.00931787051995109,0.391535079150004,0.447521064365509,0.574968412173549,0.910746366928863,0.774166817384708,0.697488101247984,0.599802187978358,0.418019295079105,0.36493393393444,0.281901577156012,0.232358494788164,0.160950484163819,0.0356431979854306,0.0131775463188528,5.77090639474666e-09,5.41271550735383e-09,5.54990285294875e-07,5.20542930029319e-07,22.8808008,11.6894232,39.8875932,62.768394,39.7411092,51.4305324
"dir090","folkestone","Hchan","real10","stn02",0.25,0.142,5.533,0.267184660372785,0.372789209904003,0.501804744382697,0.371456600418661,0.333994155395925,0.25942252389091,0.182690228535108,0.195208635039031,0.138649359180326,0.105631031668578,0.0842114576312844,0.0210071199480595,0.00786954938955972,0.17730753712124,0.200107720881064,0.301441688721645,0.428763133989062,0.355297048833537,0.310257367768083,0.256027207117173,0.16574662201766,0.138561426025127,0.0947824701953632,0.071394862168943,0.0654386455935451,0.0158593470604296,0.00645656375135493,0.271415085829804,0.306347533012219,0.445404864923294,0.621307285791419,0.503459595489074,0.441152674888519,0.362139990507808,0.236618247260662,0.218585537130622,0.153042388687216,0.116131221937359,0.0983736196640559,0.0241795895204974,0.00948635836107473,3.26602945748393e-09,2.9793060540051e-09,3.14095307808281e-07,2.86521007930129e-07,22.3241616,29.077074,48.559446,70.8836076,48.9110076,77.9880816
"dir090","folkestone","Hchan","real10","stn08",14.087,3.096,3.971,15.4057413917236,36.711307429131,35.1506519458142,20.5610584966495,16.1242052260046,10.8349829747676,7.78306170222256,5.44003826063754,3.92789011098479,2.93467719129123,2.26324367687031,0.637808831660776,0.243181798691584,6.60401069388898,7.23310960341043,17.3661660496019,16.0235966332186,9.2530335972497,7.05170316923086,5.32536533188596,3.56796677285824,2.39432866213442,1.72579630581084,1.28365835303377,0.994533088741742,0.260913339670334,0.106600418040409,14.423289944132,15.7756037471331,37.6192300169628,35.901575195541,20.978488691754,16.4164809542562,11.1466431732908,7.95307548297594,5.54116851048629,4.00041037556575,2.98790833416036,2.3050517483646,0.646677828083624,0.247630751907896,4.13964407767567e-06,1.98369538946163e-07,0.00039811116149447,1.90772747784927e-05,0.3295899,1.83837922,2.33642618,2.66601608,2.31445352,4.15283274
"dir090","folkestone","Hchan","real20","stn01",0.308,0.631,2.819,0.681938825442874,1.19061413379269,1.35927212116586,0.839850504623983,0.621026141586443,0.480154513199814,0.328254399199511,0.29533572207123,0.252361660193858,0.191663098661563,0.140169065140292,0.029848083044846,0.00934241791982548,0.393018814346082,0.483382502080348,1.0061840794143,0.947350035646143,0.692536477787839,0.510203959651615,0.436300153915708,0.294392710640207,0.254386853906669,0.180963118244501,0.160058151080974,0.106372876783825,0.0241772895969668,0.00934101392637003,0.663646924694148,0.763178780578055,1.46308269151303,1.51114627767967,1.0156085689187,0.74924422202141,0.622673185760826,0.421259622028227,0.367742907504326,0.283769801718284,0.233668621996541,0.161752711952461,0.0356992505574784,0.0132101888793796,1.16924974975291e-08,1.3890283605605e-08,1.12447197685794e-06,1.33583391131064e-06,23.7597048,11.1620808,39.8289996,63.5887044,39.7264608,50.8885416
"dir090","folkestone","Hchan","real20","stn02",0.51,0.298,5.533,0.574481583246766,1.08016104012799,0.808777117437212,0.458966634446414,0.345040775359363,0.263323589790622,0.18542252590153,0.196193234929637,0.138678182203439,0.105008824077191,0.0843848892566121,0.0210569570903564,0.00786973356835948,0.261377056881433,0.442090895882083,0.924857558288767,0.688903283442507,0.455257815426369,0.322288005628681,0.260168984767317,0.168900030204602,0.149743158104736,0.0936078277408365,0.0705312033044273,0.0656088217959878,0.0156403727697795,0.00645385056196047,0.515358342587573,0.667661524151163,1.33933828966238,0.999225089194835,0.643874160569561,0.457903452880065,0.367987950826734,0.240938325834134,0.22705526361152,0.152394300973342,0.115200326699552,0.0986046813740062,0.0240489706336952,0.0094839572218087,9.63690984982914e-09,7.04093626663964e-09,9.26785322975696e-07,6.77129546049119e-07,20.50776,29.736252,48.486204,68.993964,48.5740944,78.3103464
"dir090","folkestone","Hchan","real20","stn08",40.226,8.806,3.971,47.5716795848132,143.201731334064,61.6282986021417,24.9046605591414,16.5061176692986,10.5521778449908,7.76638142999464,5.35875956836041,3.9472808905477,3.15729330850846,2.63908302809851,0.71040673160648,0.272577497974452,18.7669486683371,22.2307580932965,68.6391015418593,27.8363189771267,11.1470101432011,7.14281267615289,5.18856711452823,3.56330458594704,2.41949493965195,1.79463661974829,1.43418755331571,1.18844589712609,0.29964854173281,0.122613508272607,41.1459008512197,48.692804575404,146.932436651431,62.8977806017325,25.3995046462681,16.793033169114,10.8562114280006,7.93659430026675,5.46897256863809,4.03072880312725,3.22380507729303,2.69280237799458,0.7215625347209,0.27810176359571,2.210649142577e-05,1.14520121309945e-06,0.00212598977422764,0.00011013444067584,0.24169926,1.85302766,2.28515664,2.5268559,2.21191444,4.0649421
"dir090","folkestone","Hchan","real30","stn01",0.357,0.745,2.819,0.814146780941039,1.55160425094781,1.5066103584526,0.934450730436262,0.693969187286155,0.526376858987769,0.351195900982562,0.308510440170312,0.263150286974457,0.196404393969285,0.143251552875641,0.0304680293834681,0.00964692403771315,0.439122666982701,0.582634430194145,1.42128332552739,1.06338496213699,0.799276956855338,0.574279193962128,0.476352619855854,0.31329813426185,0.267553870465855,0.190141009737272,0.16563624610409,0.11006842974385,0.0252619472192292,0.00950744452188061,0.788809241480473,0.914705837208704,2.02544827202471,1.68321158609635,1.15783628900122,0.841093929790403,0.680370975281781,0.448835367202865,0.38602941950702,0.296855931633959,0.24101341170277,0.166353291145159,0.0369731233904592,0.0134484088186019,1.68993537064425e-08,1.93133412725451e-08,1.62521733906016e-06,1.85737145080121e-06,23.7597048,11.2499712,39.843648,63.6033528,39.7411092,50.9910804
"dir090","folkestone","Hchan","real30","stn02",0.612,0.364,5.533,0.684055411278863,1.26053642894292,0.905364828813128,0.524256453037184,0.383747362214723,0.288189696649481,0.195579112444433,0.205346744335763,0.144300543633675,0.108186686304766,0.0857673170969682,0.0212367376086564,0.00788671248062027,0.309399472969816,0.536937508364481,1.23269426520283,0.785844590187104,0.521928973513648,0.36258214062998,0.284545949246855,0.18234734002537,0.159220096701496,0.100343911192038,0.0742009536420315,0.0666827808112214,0.0159553461560668,0.00646160596741467,0.619451264364227,0.803467614152507,1.74416253187194,1.13355611006055,0.738133645986146,0.514418135212392,0.402473890704737,0.259142520192034,0.239600439433241,0.160285734667246,0.11955878350692,0.100219362550153,0.0243864011307857,0.00949877878321104,1.43637147414203e-08,1.06212902204925e-08,1.38136396554459e-06,1.02145356144382e-06,19.3065912,29.2968,48.5008524,67.8074436,48.6180396,77.9148396
"dir090","folkestone","Hchan","real30","stn08",54.44,12.053,3.971,64.9114518984275,185.547709792467,72.253241646028,28.3911010349679,19.7066779172456,11.8543591145639,8.25217561807368,5.90234031224419,4.49392833063426,3.58326934871452,2.98209817071213,0.800208220885318,0.312404816528295,25.6156178141383,30.5618439464725,90.437027376559,32.7388163215391,12.7573934730748,8.39329472402057,5.86395122187473,3.88384203661614,2.72289389642398,2.05251280997674,1.63516548376355,1.35044512378618,0.340722825126607,0.140714005190682,55.7582818817976,66.4871923512372,190.711713359428,73.7603481429996,28.964043423025,20.0282884079388,12.2040928747902,8.45219823603604,6.03452588457627,4.59066380976267,3.66013725826844,3.04415880985757,0.813253108259482,0.318769321949672,3.97382908608278e-05,2.11833211658116e-06,0.00382164670043128,0.00020372081356247,0.28564458,1.8676761,2.31445352,2.6000981,2.22656288,4.09423898
"dir090","rasen","Bchan","real10","stn01",2.087,3.723,2.819,4.40067807626343,12.5287635341687,7.75735933612848,3.64910686273372,2.4374011920769,1.70237876951546,1.3424808703452,1.05397010337418,0.811705475617933,0.625793797794851,0.526602318043669,0.102428954563735,0.0496251288660754,2.61391058760624,3.31325793347649,10.3580113287822,5.49655647310304,2.53390466072529,1.73536952599167,1.22383313100197,0.970708431031244,0.724294312754504,0.565559048755944,0.455405956887088,0.381802127067586,0.0777815799339198,0.0319684042830034,4.14210174786907,5.05852838395294,15.175676854913,8.68014145865358,4.05115884404171,2.73266982923445,1.9162872174847,1.51489453862834,1.16558882311864,0.902300141816342,0.708131869119745,0.594926939427003,0.118238632249826,0.0537286273310208,1.03486743499759e-07,2.87521755845573e-07,9.95235988430759e-06,2.76510777319958e-05,2.1533148,0.673826400000003,28.8426996,30.9960144,28.9159416,29.589768
"dir090","rasen","Bchan","real10","stn02",0.677,0.539,5.533,0.755857687692416,1.39844816962272,1.03667042243827,0.462550780958248,0.591059340006317,0.650317132997466,0.719120107357593,0.614284128562487,0.433167498865035,0.28632973570798,0.300962572366112,0.0550597246850002,0.0163547122253575,0.596227745915938,0.665022312824883,1.20545585683393,0.910290770155235,0.403460982796532,0.557151803665308,0.63807095125327,0.690458772098381,0.564399470264235,0.399335359261227,0.265278194141084,0.289484524624229,0.0506778370534783,0.0148426874898429,0.851724363282512,0.95585902840327,1.7422343811365,1.30904345395976,0.58120628848333,0.790680154346728,0.902694693901866,0.978070990597342,0.80390019019656,0.568476296361038,0.377345697553576,0.410011775434304,0.0721616195453499,0.0211879611761805,1.30673958535373e-08,9.6718939680007e-09,1.25669648002244e-06,9.30149759061793e-07,9.0673596,9.1259532,65.5369416,74.6043012,65.2879188,74.413872
"dir090","rasen","Bchan","real10","stn03",0.226,0.313,3.971,0.355475219372858,0.881248197820297,0.686947481560625,0.366384008771764,0.282211380686113,0.433735055208383,0.305966038699886,0.228634217715062,0.277215042640503,0.21974644630611,0.170661720897332,0.0313557041572873,0.0129277911169211,0.246733380498059,0.295378769534822,0.735282107851281,0.673180475216778,0.331178633431993,0.258493249946277,0.352197722322873,0.234687027548699,0.208396592051869,0.221515957011143,0.215394360748042,0.152882091511808,0.0291612306973386,0.0111085656357928,0.353564460035225,0.431977432072213,1.07376547455665,0.952411102939402,0.473129279694104,0.368378307663976,0.519533942406088,0.354993038632678,0.297245225691139,0.328907375505565,0.304735509626845,0.218819623128399,0.0414571231059558,0.0160698911170228,5.82866091682119e-09,8.93370415325661e-09,5.60544559873199e-07,8.59157760948752e-07,12.4804368,12.08493,76.5085932,88.98903,76.4207028,88.5056328
"dir090","rasen","Bchan","real20","stn01",2.737,4.495,2.819,5.36761004629575,17.603920099763,10.0100946121797,5.91790663960725,3.46273548720822,1.99829173191432,1.54660782575997,1.04108653633809,0.782919313824224,0.61894873271385,0.496858166515002,0.118581303881295,0.0590781065431753,3.38927908369907,4.16156767938375,14.0787535160582,7.18222807836691,4.07009566627481,2.44693291889092,1.48740181287467,1.10385925415294,0.738349908677196,0.546255462057351,0.444729755725639,0.36873826384632,0.0814202661293106,0.0356049886574762,5.04248872807863,6.2627152303485,20.8967532114039,11.258679152852,6.5465562921185,3.87045069190843,2.2844915443885,1.73571710253207,1.16536092925266,0.870760411617587,0.696569600005218,0.567234784879634,0.131098696410192,0.062854442456602,1.92766695163666e-07,5.29526547451133e-07,1.85384471391915e-05,5.09247715244e-05,2.2851504,0.776365200000001,28.7694576,31.054608,28.8426996,29.6190648
"dir090","rasen","Bchan","real20","stn02",0.59,0.462,5.533,0.638493607980407,1.75861104240364,1.30926442216229,0.574825045973165,0.745817331685568,0.765579636900161,0.759113258623756,0.630011402928325,0.430355868344409,0.289255667880622,0.299504526883959,0.0539598617622165,0.01706971604396,0.522029174504644,0.567640313562029,1.55678148864459,1.11510299429195,0.531464972156742,0.707963758772545,0.748583996214733,0.729195071699091,0.578327732888752,0.396500801034177,0.266845690078998,0.287833543442213,0.0497168390968099,0.014960348750985,0.749423182382958,0.813845978856896,2.23425922735912,1.6174580484405,0.756223405485499,1.00392715253076,1.05919115302372,1.03290443735679,0.823864174164551,0.564496998662402,0.379828190374258,0.407701018268963,0.0707812819194282,0.0215241818942822,2.09918701023034e-08,1.54390621326191e-08,2.01879621328737e-06,1.48478053732884e-06,9.00876599999999,9.082008,65.3904576,74.3992236,65.3025672,74.3845752
"dir090","rasen","Bchan","real20","stn03",0.283,0.393,3.971,0.446098342814158,1.17299516787588,0.898164408696838,0.588626675670043,0.39172265282474,0.500041105230777,0.347051380000994,0.247945360631292,0.273261503797166,0.21515166179802,0.174355412187555,0.0324694453345916,0.0131323529604066,0.266357037949066,0.368928534743619,0.95979373768145,0.876650409290439,0.545803501786792,0.358007234322404,0.421460281092408,0.256393155919528,0.218256483357204,0.222079840009588,0.214157598757983,0.157666497227294,0.029339558887739,0.011287084045393,0.406793074529299,0.540457904941872,1.4116238618135,1.24049957965454,0.776282344117404,0.510394305250095,0.613374498904844,0.395377643728977,0.313668570836055,0.327485099310304,0.302871075897994,0.225227535537154,0.0419179914386942,0.0163269724986299,1.00539152961171e-08,1.57038715475517e-08,9.66888896968246e-07,1.51024736050914e-06,12.5536788,12.1142268,76.5085932,89.062272,76.3035156,88.4177424
"dir090","rasen","Bchan","real30","stn01",4.417,8.079,2.819,9.06699775585694,19.8109234479768,15.3317322734207,7.45767386204946,3.89352581172171,2.27213913473685,1.54106621491055,1.10642796166175,0.82805498067944,0.651977567785379,0.522625098762029,0.152204447201814,0.0733817640843501,5.82462042598486,6.69596130325852,15.5733145095642,11.129891802501,5.28005507001163,2.74248505725242,1.61294039726459,1.11277044000255,0.77679667057971,0.578317081775045,0.47368323960716,0.386010976248328,0.101646218518475,0.0477332648418352,9.10509589647468,10.327779544264,23.2882526676306,17.3303834464011,8.34216671874903,4.34639020780621,2.54433065579655,1.73796120865639,1.23353626409574,0.92130859107377,0.737232376228692,0.595334722200367,0.166655842648678,0.0796803151666489,2.6257083173122e-07,8.50951677523008e-07,2.52515377732098e-05,8.18363497821664e-05,2.5195248,0.571287600000002,28.8426996,31.3622244,28.9452384,29.516526
"dir090","rasen","Bchan","real30","stn02",1.15,0.927,5.533,1.26912488294169,2.22949884272784,2.44646469333621,0.658581943192649,0.816068775094746,0.842907619739546,0.801307181228606,0.682375125571952,0.453246274127636,0.304368507998077,0.312228613038204,0.0573480386021518,0.0194760641880381,1.03228886203427,1.13960350957446,2.01014296812335,2.09460154492637,0.613834436341245,0.785752201547372,0.817272673669881,0.771086492826714,0.626264859998609,0.417789120349494,0.281056517428768,0.300060468792297,0.052067777363787,0.0171263081636625,1.47688347329232,1.63028277700981,2.87321192202097,3.0333605754637,0.872387433520899,1.11281360329891,1.15690039048214,1.09209223134281,0.892185267845699,0.594759302883445,0.399995027073445,0.425019962328764,0.0743209214467666,0.0246195466104563,4.06333726438074e-08,2.92816411230351e-08,3.90772705941132e-06,2.81602667746689e-06,9.0527112,9.301734,65.3172156,74.3699268,65.0681928,74.3699268
"dir090","rasen","Bchan","real30","stn03",0.505,0.565,3.971,0.627843903421005,1.41887230022922,1.52239940964511,0.713656346224843,0.441712302914677,0.546646231136637,0.379281867954137,0.264802080918335,0.283090465305207,0.227044764525414,0.181129326257387,0.0334948325904383,0.013580829747999,0.477023407408903,0.587751886477413,1.18684628009774,1.49677091439793,0.65368630061207,0.412336432534178,0.455722617545879,0.279182656489103,0.233761638813921,0.234981079302088,0.226831609185015,0.163787711122935,0.02994705555097,0.0116807972654083,0.688742504402044,0.834823351757112,1.73169778485852,2.11736382731946,0.931565202195325,0.58589136599041,0.665704942867649,0.431376357320229,0.335714920817757,0.343778659166403,0.320788621090494,0.233972950588458,0.0428813202045299,0.016892983809026,2.19086001934607e-08,2.89575980147895e-08,2.10695849838208e-06,2.78486332724204e-06,12.7294596,12.890592,76.4060544,89.135514,76.3035156,89.1941076
"dir090","rasen","Hchan","real10","stn01",2.087,3.723,2.819,4.40067807626343,12.5287635341687,7.75735933612848,3.64910686273372,2.4374011920769,1.70237876951546,1.3424808703452,1.05397010337418,0.811705475617933,0.625793797794851,0.526602318043669,0.102428954563735,0.0496251288660754,2.61391058760624,3.31325793347649,10.3580113287822,5.49655647310304,2.53390466072529,1.73536952599167,1.22383313100197,0.970708431031244,0.724294312754504,0.565559048755944,0.455405956887088,0.381802127067586,0.0777815799339198,0.0319684042830034,4.14210174786907,5.05852838395294,15.175676854913,8.68014145865358,4.05115884404171,2.73266982923445,1.9162872174847,1.51489453862834,1.16558882311864,0.902300141816342,0.708131869119745,0.594926939427003,0.118238632249826,0.0537286273310208,1.03486743499759e-07,2.87521755845573e-07,9.95235988430759e-06,2.76510777319958e-05,2.1533148,0.673826400000003,28.8426996,30.9960144,28.9159416,29.589768
"dir090","rasen","Hchan","real10","stn07",0.409,0.487,5.533,0.544558060499227,1.22325800059797,1.15542506042716,0.691073200296682,0.81366315460523,0.804501160556996,0.707358152419501,0.605488314654902,0.55679775569624,0.530027230694848,0.41902683836043,0.0744857806541608,0.0375588166341548,0.332685708137575,0.492421133084917,0.935111783471125,1.04447496211481,0.681630695068578,0.627368262268805,0.540837443321894,0.485208788447324,0.446179048857732,0.385513157262993,0.27752670523932,0.245127046372495,0.0551709332824178,0.0214984063595966,0.48750079678541,0.703430234631869,1.41681216483591,1.49213968486616,0.964153823915625,0.94659371340226,0.882845795656068,0.781747442197381,0.688996347287847,0.61747062051481,0.549586576463079,0.442884007159219,0.0849590920619174,0.0395232968327329,9.03657797538966e-09,1.45078926949536e-08,8.69051175950055e-07,1.39522961473207e-06,8.1884556,12.08493,77.1091776,85.2976332,73.3591872,85.4441172
"dir090","rasen","Hchan","real10","stn08",0.226,0.313,3.971,0.355475219372858,0.881248197820297,0.686947481560625,0.366384008771764,0.282211380686113,0.433735055208383,0.305966038699886,0.228634217715062,0.277215042640503,0.21974644630611,0.170661720897332,0.0313557041572873,0.0129277911169211,0.246733380498059,0.295378769534822,0.735282107851281,0.673180475216778,0.331178633431993,0.258493249946277,0.352197722322873,0.234687027548699,0.208396592051869,0.221515957011143,0.215394360748042,0.152882091511808,0.0291612306973386,0.0111085656357928,0.353564460035225,0.431977432072213,1.07376547455665,0.952411102939402,0.473129279694104,0.368378307663976,0.519533942406088,0.354993038632678,0.297245225691139,0.328907375505565,0.304735509626845,0.218819623128399,0.0414571231059558,0.0160698911170228,5.82866091682119e-09,8.93370415325661e-09,5.60544559873199e-07,8.59157760948752e-07,12.4804368,12.08493,76.5085932,88.98903,76.4207028,88.5056328
"dir090","rasen","Hchan","real20","stn01",2.737,4.495,2.819,5.36761004629575,17.603920099763,10.0100946121797,5.91790663960725,3.46273548720822,1.99829173191432,1.54660782575997,1.04108653633809,0.782919313824224,0.61894873271385,0.496858166515002,0.118581303881295,0.0590781065431753,3.38927908369907,4.16156767938375,14.0787535160582,7.18222807836691,4.07009566627481,2.44693291889092,1.48740181287467,1.10385925415294,0.738349908677196,0.546255462057351,0.444729755725639,0.36873826384632,0.0814202661293106,0.0356049886574762,5.04248872807863,6.2627152303485,20.8967532114039,11.258679152852,6.5465562921185,3.87045069190843,2.2844915443885,1.73571710253207,1.16536092925266,0.870760411617587,0.696569600005218,0.567234784879634,0.131098696410192,0.062854442456602,1.92766695163666e-07,5.29526547451133e-07,1.85384471391915e-05,5.09247715244e-05,2.2851504,0.776365200000001,28.7694576,31.054608,28.8426996,29.6190648
"dir090","rasen","Hchan","real20","stn07",0.645,0.692,5.533,0.760103446267316,1.64243474106483,1.32450873775415,1.25921887104411,1.15331574345224,1.03531088444208,0.748192548092693,0.59947031952848,0.553333826767143,0.525699173970391,0.4169747334556,0.0747235581620527,0.0351923817164739,0.659324792840372,0.72395379186101,1.40677396283073,1.3156036928505,1.14170893934599,1.01726449365873,0.701344673282766,0.511884447790683,0.447062865009828,0.381505047493556,0.281928048189961,0.243646888595188,0.0554672664076827,0.0207935538720088,0.934596206560352,1.02625519834076,2.03701730774514,1.86062925472731,1.63009163596998,1.46123828543961,1.13912076492874,0.826099409079882,0.685946227480865,0.612670936357472,0.547009820584697,0.440609282577357,0.0853161952015517,0.0372753045130868,1.74113710754257e-08,2.5068255913073e-08,1.6744582461636e-06,2.41082380294726e-06,7.96872959999999,12.0263364,77.2556616,85.2243912,73.2859452,85.3122816
"dir090","rasen","Hchan","real20","stn08",0.283,0.393,3.971,0.446098342814158,1.17299516787588,0.898164408696838,0.588626675670043,0.39172265282474,0.500041105230777,0.347051380000994,0.247945360631292,0.273261503797166,0.21515166179802,0.174355412187555,0.0324694453345916,0.0131323529604066,0.266357037949066,0.368928534743619,0.95979373768145,0.876650409290439,0.545803501786792,0.358007234322404,0.421460281092408,0.256393155919528,0.218256483357204,0.222079840009588,0.214157598757983,0.157666497227294,0.029339558887739,0.011287084045393,0.406793074529299,0.540457904941872,1.4116238618135,1.24049957965454,0.776282344117404,0.510394305250095,0.613374498904844,0.395377643728977,0.313668570836055,0.327485099310304,0.302871075897994,0.225227535537154,0.0419179914386942,0.0163269724986299,1.00539152961171e-08,1.57038715475517e-08,9.66888896968246e-07,1.51024736050914e-06,12.5536788,12.1142268,76.5085932,89.062272,76.3035156,88.4177424
"dir090","rasen","Hchan","real30","stn01",4.417,8.079,2.819,9.06699775585694,19.8109234479768,15.3317322734207,7.45767386204946,3.89352581172171,2.27213913473685,1.54106621491055,1.10642796166175,0.82805498067944,0.651977567785379,0.522625098762029,0.152204447201814,0.0733817640843501,5.82462042598486,6.69596130325852,15.5733145095642,11.129891802501,5.28005507001163,2.74248505725242,1.61294039726459,1.11277044000255,0.77679667057971,0.578317081775045,0.47368323960716,0.386010976248328,0.101646218518475,0.0477332648418352,9.10509589647468,10.327779544264,23.2882526676306,17.3303834464011,8.34216671874903,4.34639020780621,2.54433065579655,1.73796120865639,1.23353626409574,0.92130859107377,0.737232376228692,0.595334722200367,0.166655842648678,0.0796803151666489,2.6257083173122e-07,8.50951677523008e-07,2.52515377732098e-05,8.18363497821664e-05,2.5195248,0.571287600000002,28.8426996,31.3622244,28.9452384,29.516526
