"directivity","event","channel","real","station_id","Acc_Max_EW","Acc_Max_NS","Acc_Max","Max_Sa_0.05_s","Max_Sa_0.1_s","Max_Sa_0.2_s","Max_Sa_0.3_s","Max_Sa_0.4_s","Max_Sa_0.5_s","Max_Sa_0.6_s","Max_Sa_0.7_s","Max_Sa_0.8_s","Max_Sa_0.9_s","Max_Sa_1_s","Max_Sa_2_s","Max_Sa_3_s","Acc_GM_max","GM_Sa_0.05_s","GM_Sa_0.1_s","GM_Sa_0.2_s","GM_Sa_0.3_s","GM_Sa_0.4_s","GM_Sa_0.5_s","GM_Sa_0.6_s","GM_Sa_0.7_s","GM_Sa_0.8_s","GM_Sa_0.9_s","GM_Sa_1_s","GM_Sa_2_s","GM_Sa_3_s","Acc_Res_max","Res_Sa_0.05_s","Res_Sa_0.1_s","Res_Sa_0.2_s","Res_Sa_0.3_s","Res_Sa_0.4_s","Res_Sa_0.5_s","Res_Sa_0.6_s","Res_Sa_0.7_s","Res_Sa_0.8_s","Res_Sa_0.9_s","Res_Sa_1_s","Res_Sa_2_s","Res_Sa_3_s","arias_ew_g","arias_ns_g","arias_ew_m","arias_ns_m","arias_ew_std","arias_ns_std","ew_m_time_5","ew_m_time_95","ns_m_time_5","ns_m_time_95"
"dir000","rasen","Hchan","real10","stn07",0.932,1.123,5.533,1.19628984239599,2.06188963813426,2.25434558261185,1.99537940926244,1.57022093804615,1.36314575233566,0.869610948449692,0.593618031082806,0.500640463682867,0.461389833930505,0.37485427812888,0.0787206144840016,0.0362593506452116,0.790216622148636,1.08789036287159,1.77520592078934,2.16801830373485,1.78166309734003,1.47418965852479,0.962455567968603,0.602312581205019,0.435417110085093,0.334401766039714,0.255674469503643,0.221540734774153,0.0554930759624383,0.0228744422728371,1.25321155642453,1.552369213769,2.56658176916359,3.07071420599472,2.55192110890814,2.09311653450139,1.52313807112348,0.964499175817172,0.674080230724342,0.548207889833687,0.482652702202244,0.397062756255629,0.0879047268790519,0.0390253697116036,3.42122051409706e-08,4.46716496518337e-08,3.29020091350741e-06,4.29608971086913e-06,7.8075972,11.9237976,77.3289036,85.1365008,73.3591872,85.2829848
"dir000","rasen","Hchan","real10","stn08",0.408,0.579,3.971,0.644261585187678,1.33076896573033,1.42936748315538,0.816438891845461,0.617528890484166,0.667836534833736,0.404245664711253,0.246274895643839,0.264742759930976,0.189590611312628,0.155928264164708,0.0319857063432839,0.0130616723114765,0.456085754189933,0.539852364726161,1.13838678343999,1.39636063646765,0.749057605177229,0.554985668795162,0.559078137306124,0.286263280232356,0.210792609013719,0.218461126568365,0.188291422169036,0.141353744938366,0.0274663375709309,0.0112020181891843,0.653017003136978,0.787214035111942,1.64901915250796,1.97582990478256,1.06717741337476,0.793801134288608,0.815511423473336,0.452225534846223,0.305292630936591,0.320290679884259,0.266296873259967,0.201826328413522,0.0397411931585106,0.0162143230202717,1.77698578798097e-08,2.60290156287918e-08,1.70893405987979e-06,2.5032204339559e-06,12.4218432,12.1288752,76.4499996,88.8718428,76.3767576,88.5056328
"dir000","rasen","Hchan","real20","stn01",3.938,7.126,2.819,7.99154543054294,17.0172144186537,12.898376467089,7.54409418245875,4.88478436891599,2.94188545802294,2.03991662174549,1.34166933241455,0.93177967940782,0.682954765718027,0.537143545174596,0.15311721450748,0.0738438639186503,5.29721786767356,5.98805595840079,12.9466932449126,9.22877710675573,5.53643602773372,3.48386146891214,2.10773197969863,1.42163581711048,0.939124867755128,0.655270167654988,0.499977244177369,0.400752090072939,0.101486891116174,0.0477644389810553,8.14161976130671,9.16496391227013,19.6622726436846,14.4903460128139,8.56865400496371,5.4804124475207,3.30682396513047,2.26778446086349,1.49405308376246,1.0395021715226,0.774854920405423,0.614752054626731,0.167241148826555,0.0800465297906798,2.03258609544034e-07,6.075926234112e-07,1.95474585763798e-05,5.84324160442124e-05,2.9589768,0.512694,28.9159416,31.8749184,28.93059,29.443284
"dir000","rasen","Hchan","real20","stn07",0.699,1.085,5.533,1.16703958498948,1.94352800313012,2.2434621463733,1.96871967975415,1.64208364301828,1.49809712827554,1.01147796369461,0.678159654039296,0.52714403436299,0.486981925173022,0.389411894105212,0.0794936925641121,0.0361634724678962,0.642267733760618,0.9183706223769,1.46353554763381,2.03904026343151,1.82989512430299,1.55381335134887,1.05330530453864,0.675496557816057,0.495423221110036,0.355674861476985,0.269495984639862,0.232331590891336,0.0544945559701592,0.0227968941670266,1.14628772735993,1.3726828545698,2.23425516012085,2.90992091763079,2.60168815303962,2.20412921422642,1.67115084116542,1.10751742141227,0.768694699112784,0.579199242935333,0.5093072657156,0.413346687520167,0.0878339496832762,0.0389142250924237,3.24181811998639e-08,4.58798500849943e-08,3.11766894178583e-06,4.41228281074421e-06,7.836894,12.0263364,77.2263648,85.0632588,73.2712968,85.2976332
"dir000","rasen","Hchan","real20","stn08",0.398,0.525,3.971,0.588152986030824,1.11374740870721,1.07517267901315,0.893474832482983,0.673058840072563,0.752389434197555,0.472673179620748,0.280776427415997,0.28272533800472,0.198178480309776,0.158737255137489,0.0314240987921656,0.0129308099789613,0.454886819529869,0.511363204824145,0.985100422403224,1.06532252542952,0.814863529325686,0.62281602808514,0.631944989301077,0.336028134778253,0.236454008632149,0.23255573240608,0.193873952188592,0.145929021938145,0.0273315187095465,0.0111243492848889,0.656384120256577,0.737287158205297,1.41407921268171,1.50672118224922,1.16215191015927,0.88609101361587,0.92077085647031,0.529609626847219,0.344220035959834,0.341357572110827,0.274311380432747,0.207833785509733,0.039402782944415,0.0160871260562284,1.77272954021718e-08,2.569036263007e-08,1.70484081005286e-06,2.47065204494909e-06,12.5683272,12.1142268,76.4353512,89.0036784,76.2742188,88.3884456
"dir000","rasen","Hchan","real30","stn01",4.041,7.478,2.819,8.16066598881778,14.0302680323614,17.65932120082,8.61627998785788,4.84506283457852,2.83599175214083,1.69228473923599,1.12355600842927,0.853269192170137,0.652134282979107,0.53381899928281,0.15960172208271,0.0768577397691855,5.27024218846724,6.01033821157736,10.2372796501322,12.7985171928823,6.20117228912863,3.35546046048193,2.01821639232532,1.22616783764248,0.783941099123776,0.571596859679154,0.443621027155906,0.361624097941309,0.105180889241732,0.0494475800004217,8.27693207777495,9.28393407912623,15.8948054647317,19.947172381125,9.70354228541353,5.37353066095151,3.17894126836141,1.91132077116539,1.24962641618664,0.935246644198396,0.71857423598184,0.587345877549292,0.174004239331293,0.0831815430757692,2.13457795028221e-07,7.36423982275317e-07,2.05283181631545e-05,7.08221773260721e-05,2.1386664,0.439452000000003,28.9598868,31.0985532,28.9598868,29.3993388
"dir000","rasen","Hchan","real30","stn07",0.922,1.185,5.533,1.26711609718279,1.80354063594934,2.79693549236364,2.06648619344166,1.55322631718379,1.25173667663308,0.76970327062179,0.557538062184606,0.48210624459711,0.46286059094858,0.370898760167469,0.0744752673283188,0.0339306162209731,0.78760986096544,1.10611127305801,1.52129232992401,2.71757990935554,1.82995380905706,1.45805220782695,0.894012513430482,0.570623088299165,0.415127984616324,0.327839083279267,0.253640173796245,0.220377092163576,0.0551819059376625,0.0220221437685186,1.27528253400923,1.59307807235154,2.21345871861851,3.84642181171381,2.62609403084946,2.07023640893542,1.40518751729079,0.878294341884114,0.637485152046029,0.531155858488423,0.483278753398452,0.393333932907453,0.0849604731869707,0.0368182070846621,4.02109127927821e-08,5.25954204822409e-08,3.86709893321978e-06,5.05812179612103e-06,7.77830039999999,11.9091492,77.3142552,85.0925556,73.315242,85.2243912
"dir000","rasen","Hchan","real30","stn08",0.448,0.525,3.971,0.568803654409941,0.910090147207147,1.67017937619247,0.868527586274238,0.597709891355988,0.579010042768578,0.368953858003838,0.234032108725477,0.247222099770863,0.193867004908827,0.157904046742815,0.0321081860910635,0.0132351342377319,0.427349623885408,0.52484555043645,0.793837113173922,1.66859654716598,0.803335752471453,0.530161357522949,0.489977568020506,0.262774705772093,0.203210249802089,0.208411298652817,0.193806585402896,0.142184491087279,0.0279645634093658,0.0114065152781968,0.610132302762278,0.747040275835967,1.14355975896255,2.35975398851752,1.14299802804445,0.760518909552646,0.712162258354025,0.413706315345998,0.293095182576279,0.303293432753507,0.274083928183643,0.203286318689731,0.0403005572584137,0.0164866129117155,2.14465966668096e-08,2.78794938563103e-08,2.06252744171163e-06,2.68118163609049e-06,12.231414,12.8319984,76.4207028,88.6521168,76.318164,89.1501624
"dir000","swansea","Bchan","real10","stn01",1.622,2.369,2.819,2.70571618135396,7.91641761797276,3.37449779174687,2.72813930269617,2.28211095874193,1.43554701182413,0.931054427038776,0.671660680289439,0.46833682977236,0.331697475029225,0.243566874155293,0.0557960208912755,0.0254298418255765,1.43260495130374,2.27476706229791,6.17390130879507,2.9385228309723,1.95425542091947,1.43692146354569,0.790592585236615,0.485929438673756,0.386099023936514,0.269686506467037,0.209806342886002,0.177506925718135,0.0431054512170213,0.0189328525169355,2.4204077053259,3.31336549344939,9.26570518807203,4.23498219268574,3.06634242970265,2.45491459899465,1.50012268157292,0.964977643503787,0.707381179188549,0.493412826605506,0.357259657067742,0.275789386115666,0.0649782456103462,0.0290752000478402,9.77792687745774e-08,1.75133848199742e-07,9.40346984704527e-06,1.68426894717324e-05,6.738264,5.7421728,18.456984,25.195248,19.6581528,25.4003256
"dir000","swansea","Bchan","real10","stn14",2.176,1.634,5.533,2.44311379688029,5.92212521668394,7.5759944482936,4.25435858482537,2.10897901307497,1.20076961106003,1.14287804995045,0.95608591872537,0.671333744163143,0.546506981217046,0.428018208510744,0.100287663830925,0.0463048255026863,1.70688616826079,2.09287603406706,4.27941012745607,4.90404337927206,2.99392260049216,1.57029277966352,0.92095266351966,0.714386227658984,0.527899382824603,0.394544130848253,0.296029403790527,0.262356212067045,0.0628047784607153,0.0289400736737589,2.41853466373753,3.03036411033734,6.68088809261644,8.21418567961193,4.74748969452136,2.41139428436345,1.39311393802201,1.22701818018759,0.999529666486976,0.710249749889756,0.569545957535338,0.457231150526643,0.107724479775265,0.0497120326245368,3.4188024566786e-07,5.30148728401238e-08,3.28787545839593e-05,5.09846069054107e-06,11.8945008,7.9540812,35.7713928,47.6658936,35.8006896,43.7547708
"dir000","swansea","Bchan","real10","stn18",0.418,1.426,3.971,1.57889897047302,3.08072504517178,2.59745190942552,1.54875686647833,1.11215787381105,0.78733300359184,0.560002492735122,0.381305433339482,0.24810809001673,0.194886292793766,0.173139280613333,0.0334182080276009,0.0160401933947541,0.405129883824928,0.860816947799261,1.80911608449727,1.51655656961672,1.01446590270485,0.627661762564921,0.445645677469112,0.370685279414005,0.226318843663035,0.182221390065868,0.143792744536412,0.12283496370533,0.0228376859199444,0.0110062513978491,1.42598780210689,1.6471737643101,3.2587602394926,2.74423005635863,1.68528968671927,1.16720768386366,0.826752878479928,0.611399233398358,0.404274661609449,0.281901487216903,0.221893440000969,0.19383412646971,0.0368830160815038,0.0177291403917574,1.00703496725143e-08,8.74273736254228e-08,9.68469397260709e-07,8.40792411311708e-06,14.575158,7.9247844,51.2694,65.844558,49.5701856,57.49497
"dir000","swansea","Bchan","real20","stn01",2.048,2.819,2.819,3.23286319026295,8.59037802478626,4.24120341540702,3.40672629383119,2.89102637724292,1.78129613180703,1.05889484051902,0.761209040301787,0.536210318579409,0.384580739276109,0.284848293073215,0.058895792583901,0.0266554841057674,1.90440236859231,2.78037990327041,7.11706635396376,3.61904922103164,2.46053074427543,1.77644217408127,0.961744380097282,0.506640324642952,0.436129475354187,0.28941774008264,0.225116981644845,0.192488215357657,0.0442177197053161,0.019364854090808,3.08278043233702,4.02111612683454,10.4193367607619,5.24638373295594,3.84239402167766,3.09023467949934,1.85543654472433,1.08628718467751,0.801172832281765,0.558501367433463,0.406530038912569,0.313142333192207,0.0676077199109747,0.0301402079840943,1.28351618764339e-07,2.43149928983803e-07,1.23436244921468e-05,2.33838220940473e-05,6.7236156,5.566392,18.383742,25.1073576,19.5995592,25.1659512
"dir000","swansea","Bchan","real20","stn14",3.163,1.747,5.533,3.47314539965334,6.84475228279988,9.06755455426233,5.08742610872564,2.36562099575939,1.43578226824961,1.2133397635133,1.03192618506709,0.731967072917216,0.570010195806937,0.463955559670782,0.110430977306195,0.0507438503186542,1.80824500309001,2.57853213847725,5.07988742384265,5.93764119744067,3.51997411958722,1.79711690452589,1.08082486796914,0.79606760898151,0.572413542379372,0.438691629872221,0.312785077715599,0.287315699244298,0.0689958892845069,0.0317125814256855,3.18737493672834,3.96578973484524,7.81435402418105,9.86599654852908,5.64033377092475,2.73130554496135,1.65028773728971,1.32097973819367,1.0796715424144,0.777755646272936,0.595290417582933,0.496903258025483,0.118546531984565,0.0544768533685358,4.60986812736618e-07,7.23434991620639e-08,4.43332789023831e-05,6.95730211041719e-06,11.865204,7.9687296,35.6981508,47.5633548,35.7274476,43.6961772
"dir000","swansea","Bchan","real20","stn18",0.474,1.664,3.971,1.85071106621267,3.80705373680103,3.127224713374,1.96430445926159,1.42963230605742,0.939844196890113,0.659560025142752,0.442093044381342,0.288240937561137,0.223899672997184,0.186314412360819,0.0360732023593062,0.0172694962185032,0.478975372816808,0.996516694855262,2.19068923575035,1.77250090537379,1.23453228071147,0.791162756252174,0.529118719049261,0.430892474907113,0.253918821397503,0.202691900547132,0.159069581648534,0.12897887341559,0.0241407159436382,0.0116550199480991,1.6639548879709,1.92692613148557,4.01032862399471,3.28463873660392,2.11198628203446,1.49517397933,0.985922564975648,0.717121702217865,0.465527133006851,0.321556609940012,0.250803818961266,0.206604258264761,0.0395255654918439,0.0189764933312795,1.29285952814568e-08,1.15858064307855e-07,1.24334797567472e-06,1.11421145597588e-05,14.7069936,8.05662,51.1082676,65.8152612,49.511592,57.568212
"dir000","swansea","Bchan","real30","stn01",1.788,2.598,2.819,3.02622519095619,7.29359812870024,4.05931894679413,2.421428908275,2.02351458479585,1.27798789171682,0.876155929347414,0.621215563978963,0.430254762792421,0.301740085121801,0.236221966771557,0.0548118079175014,0.0248689100741312,1.66558484070911,2.49463845597473,6.03930615985983,3.50431475969117,1.91445294040322,1.31112704260835,0.739743637150935,0.466753376249471,0.380500285385584,0.260995507204305,0.203405479017134,0.176595235217192,0.0428235797949173,0.0187434272620753,2.66758316961252,3.65881733344787,8.84328798853281,5.06259429741742,2.85558610614589,2.19461327393976,1.34781269704722,0.910756541613696,0.663495076392507,0.458459282514432,0.331433606872727,0.27061029863749,0.0642162748360356,0.0286011683984748,1.17227715189033e-07,2.09714131604184e-07,1.12738344112561e-05,2.01682886132607e-05,6.7236156,5.6835792,18.4423356,25.1659512,19.6435044,25.3270836
"dir000","swansea","Bchan","real30","stn14",2.485,1.771,5.533,2.70528080331437,5.81242765813913,8.77904083349688,4.16345817366638,1.9860353970124,1.052078584737,1.1516761709271,0.918168192313406,0.626005181515363,0.540899392751805,0.420519075089581,0.101079796886998,0.0468228939350406,1.81937812501965,2.2970353479839,4.40680908750882,5.88603847133982,3.01595215518789,1.50104763373839,0.810338641400323,0.731270225162797,0.526254159913287,0.382088487170236,0.295970460762189,0.262246041563131,0.0629108739468248,0.0289645043982666,2.5748750813389,3.33505508693034,6.70427761925181,9.62525267165166,4.70184659135559,2.28722797599891,1.22328463240001,1.24175642445727,0.966442497315638,0.668034500959945,0.56462365336659,0.45120132175827,0.108398516086053,0.0501339713659533,3.98609302652709e-07,6.74457141519415e-08,3.83344097907763e-05,6.48628024415401e-06,11.8798524,7.92478440000001,35.742096,47.6219484,35.8006896,43.725474
"dir000","swansea","Bchan","real30","stn18",0.463,1.643,3.971,1.81974113672404,3.36243704735631,3.21687078261218,1.53886820352503,0.957752597630043,0.689590315777956,0.537081066823194,0.355372762521123,0.255942115501768,0.20238859918088,0.175571438422599,0.0327758213888188,0.015673362209493,0.40363761598741,0.978585632861442,1.84238904911993,1.8157566822092,1.00380658134019,0.543730106637898,0.402771614379098,0.361973844217962,0.222467345091964,0.186142996693124,0.148491733339629,0.125224326694635,0.0227786922732645,0.010790419741532,1.64360490400449,1.89430507071107,3.51070982576705,3.3761929113749,1.67238111821571,1.00626812758527,0.728612779568987,0.589891035410062,0.381687194152242,0.28954079036898,0.229849452075856,0.196983419727956,0.0363987637008588,0.0173447483534323,1.11489967020628e-08,1.04970660294069e-07,1.07220329653273e-06,1.00950687325698e-05,14.575158,7.9540812,51.2694,65.844558,49.5555372,57.5096184
"dir000","swansea","Hchan","real10","stn01",1.622,2.369,2.819,2.70571618135396,7.91641761797276,3.37449779174687,2.72813930269617,2.28211095874193,1.43554701182413,0.931054427038776,0.671660680289439,0.46833682977236,0.331697475029225,0.243566874155293,0.0557960208912755,0.0254298418255765,1.43260495130374,2.27476706229791,6.17390130879507,2.9385228309723,1.95425542091947,1.43692146354569,0.790592585236615,0.485929438673756,0.386099023936514,0.269686506467037,0.209806342886002,0.177506925718135,0.0431054512170213,0.0189328525169355,2.4204077053259,3.31336549344939,9.26570518807203,4.23498219268574,3.06634242970265,2.45491459899465,1.50012268157292,0.964977643503787,0.707381179188549,0.493412826605506,0.357259657067742,0.275789386115666,0.0649782456103462,0.0290752000478402,9.77792687745774e-08,1.75133848199742e-07,9.40346984704527e-06,1.68426894717324e-05,6.738264,5.7421728,18.456984,25.195248,19.6581528,25.4003256
"dir000","swansea","Hchan","real10","stn17",1.708,5.938,5.533,6.82610631929968,19.7157697634447,11.5468204209808,11.9486268397753,8.40491542901371,4.3923474771548,3.00475495001072,2.16292563671147,1.5993707574936,1.20041961155636,0.885544150819077,0.186742603722007,0.0773939954219872,3.18503261104184,3.66030999864965,11.0634571749105,6.67635592008179,6.77358569897873,4.75865283091364,2.40632431875507,1.6454597237261,1.18162846734378,0.87540169612854,0.656027486389247,0.484190302351431,0.109965985123275,0.0452289090909975,6.17857138468918,7.10268078101635,20.67011682193,12.1750017939613,12.5504769244026,8.82618148484751,4.58591433297541,3.13695797552955,2.25720263190626,1.66960035029952,1.25281379894562,0.924270784025612,0.197651234431248,0.0817830352056483,1.80787670583749e-07,1.56304660358948e-06,1.73864197427312e-05,0.00015031879242487,8.203104,8.1884556,20.7128376,28.9159416,20.727486,28.9159416
"dir000","swansea","Hchan","real10","stn19",2.227,0.845,3.971,2.42072646368062,4.46508317030338,5.54473247640204,5.11252249724461,3.89696029819152,2.64702600682136,0.924118600724957,0.699623348452334,0.488267250310296,0.512942276230702,0.405006376853912,0.149911463192772,0.0606304726105474,1.37136664030084,1.48500921710791,2.76789040388043,3.63104485677351,3.1411594097621,2.50499560081329,1.59960563509746,0.606753396906661,0.497909897208069,0.331020013101555,0.360144908106862,0.277524750454401,0.097493400835672,0.036105758894745,2.38164817624035,2.58646775709371,4.78340449443941,6.03309053216228,5.46466562278935,4.21653183281966,2.81800496160057,1.00633057357146,0.784244553615318,0.537370239134871,0.571882596596777,0.447431249717117,0.162768222891287,0.0643300421764776,4.25798432340982e-07,5.95085081152691e-08,4.0949198839578e-05,5.72295608995354e-06,14.721642,12.2753592,38.7596664,53.4813084,39.0086892,51.2840484
"dir000","swansea","Hchan","real20","stn01",2.048,2.819,2.819,3.23286319026295,8.59037802478626,4.24120341540702,3.40672629383119,2.89102637724292,1.78129613180703,1.05889484051902,0.761209040301787,0.536210318579409,0.384580739276109,0.284848293073215,0.058895792583901,0.0266554841057674,1.90440236859231,2.78037990327041,7.11706635396376,3.61904922103164,2.46053074427543,1.77644217408127,0.961744380097282,0.506640324642952,0.436129475354187,0.28941774008264,0.225116981644845,0.192488215357657,0.0442177197053161,0.019364854090808,3.08278043233702,4.02111612683454,10.4193367607619,5.24638373295594,3.84239402167766,3.09023467949934,1.85543654472433,1.08628718467751,0.801172832281765,0.558501367433463,0.406530038912569,0.313142333192207,0.0676077199109747,0.0301402079840943,1.28351618764339e-07,2.43149928983803e-07,1.23436244921468e-05,2.33838220940473e-05,6.7236156,5.566392,18.383742,25.1073576,19.5995592,25.1659512
"dir000","swansea","Hchan","real20","stn17",2.339,8.071,5.533,9.01702003456786,20.0069696335451,13.4208193279431,14.4275701982273,9.82230490430744,5.35605793318855,3.60839828709961,2.61698779790516,1.92261303614019,1.43404562205904,1.06961289701128,0.186212353556281,0.079846156033307,4.3448432816501,4.84162146581824,11.0264597044428,7.75308242243662,8.19115415725314,5.53722479046687,2.96357538487446,1.97847389304092,1.42919392898278,1.05297479576649,0.784467483066672,0.585447327422215,0.109650059561263,0.0466183259993299,8.40301682289165,9.38429257144631,20.9095442764009,14.1484553707094,15.1585510042568,10.3063948620639,5.6014505923105,3.76793183175362,2.73090223978368,2.00724058539442,1.49687599611572,1.11658167252944,0.197088589525699,0.0843578023827559,2.39438102672197e-07,2.07147480417e-06,2.3026854331491e-05,0.00019921452782425,8.1738072,8.1884556,20.6395956,28.8134028,20.6395956,28.8280512
"dir000","swansea","Hchan","real20","stn19",2.98,1.03,3.971,3.15733912281182,5.19022748456657,6.76188359415884,6.00331272747667,4.78857196001809,3.21320426152437,1.10588117981098,0.811117908804766,0.54837145300113,0.56502728197759,0.408623100956215,0.165274468551851,0.0674770166608251,1.7517023300778,1.85623265329764,3.05391901300314,4.39331139368737,3.66827602145567,3.09853564117662,1.97114458290133,0.729580287753263,0.577005374867299,0.362260567037086,0.390186950275197,0.289159856471249,0.106462745553077,0.0400885815235404,3.15298800291089,3.34061714370063,5.4924840720171,7.33966780796141,6.40811627124868,5.19136873730708,3.43319815304843,1.20608713972606,0.909061859638481,0.598316158116827,0.62598595939893,0.456993597517856,0.178937683798038,0.0715569229101281,5.91845584923305e-07,8.36182865155275e-08,5.69180173024644e-05,8.04160274222661e-06,14.6044548,12.0263364,38.7010728,53.3055276,38.9354472,50.9617836
"dir000","swansea","Hchan","real30","stn01",1.788,2.598,2.819,3.02622519095619,7.29359812870024,4.05931894679413,2.421428908275,2.02351458479585,1.27798789171682,0.876155929347414,0.621215563978963,0.430254762792421,0.301740085121801,0.236221966771557,0.0548118079175014,0.0248689100741312,1.66558484070911,2.49463845597473,6.03930615985983,3.50431475969117,1.91445294040322,1.31112704260835,0.739743637150935,0.466753376249471,0.380500285385584,0.260995507204305,0.203405479017134,0.176595235217192,0.0428235797949173,0.0187434272620753,2.66758316961252,3.65881733344787,8.84328798853281,5.06259429741742,2.85558610614589,2.19461327393976,1.34781269704722,0.910756541613696,0.663495076392507,0.458459282514432,0.331433606872727,0.27061029863749,0.0642162748360356,0.0286011683984748,1.17227715189033e-07,2.09714131604184e-07,1.12738344112561e-05,2.01682886132607e-05,6.7236156,5.6835792,18.4423356,25.1659512,19.6435044,25.3270836
"dir000","swansea","Hchan","real30","stn17",1.71,6.03,5.533,6.90606466107546,18.6427552128694,14.1997735140358,11.2800099063741,7.65360373071292,3.90861790883627,2.89847699811213,2.08408608426465,1.52890981353452,1.13603799842812,0.830087086782795,0.188224245497424,0.0773665087081408,3.21134888163837,3.67352990604907,10.0983616019015,8.26657558501649,6.39614505815271,4.31562172586284,2.20246951828002,1.5817857822222,1.13214971704761,0.83403694599072,0.619217728197917,0.467374956370216,0.110855159924897,0.0451848342501157,6.26803548815735,7.17718993754567,19.4286857480239,14.9931194375716,11.8487347431287,8.03114460994386,4.10092074504102,3.02429022166341,2.17294025231718,1.59517039539659,1.18511566641714,0.870800619947107,0.199225867754402,0.0817434175488102,2.09650622860968e-07,1.80041651350857e-06,2.01621809530273e-05,0.00017314674786464,8.1738072,8.203104,20.6835408,28.857348,20.6835408,28.8866448
"dir000","swansea","Hchan","real30","stn19",2.362,0.885,3.971,2.57564977311383,4.62498265586934,6.57992361007517,5.01602661451785,3.74181941947604,2.24321975335865,0.7910262205676,0.691278403163636,0.453845957696516,0.507308100163944,0.408378916982178,0.146835100225177,0.0591672608030126,1.44589057917257,1.57294476789506,2.68109199656842,4.31656923488298,3.10718715550405,2.36115696078979,1.40508168313234,0.557673151627748,0.489301486841461,0.31165945273995,0.349402182158953,0.267185981824916,0.0954233755637688,0.0350926209245614,2.52254090487667,2.74894774847637,4.87914681243412,7.16339752677701,5.37263407583555,4.02754447196203,2.40969051653783,0.883344069723946,0.773185492805546,0.501777086579475,0.561491063473228,0.444220170096819,0.159392924482634,0.0627214203145673,5.14543220031035e-07,7.30072615258404e-08,4.94838191694544e-05,7.02113639197327e-06,13.256802,11.9823912,38.745018,52.00182,39.037986,51.0203772
"dir090","dudley","Bchan","real10","stn01",0.355,0.56,2.819,0.626783510415047,1.29644582142998,0.941255562349901,0.601966207745999,0.420500066676702,0.345006200898459,0.220264420226586,0.178482790821617,0.135597075215253,0.111239284883694,0.0877500381414335,0.0210179737458411,0.0083426986697844,0.359788289748291,0.513975892044492,1.28558685161073,0.763050646114808,0.407002196394403,0.305818734913256,0.249111308462653,0.188945183207011,0.16190788146397,0.102647649044525,0.0746472582555979,0.0586602620163413,0.012838546186277,0.00627728716886424,0.569219771427311,0.755311569719026,1.81822298758069,1.12632546950349,0.661882864606113,0.475697687696448,0.389079274488328,0.273470443947486,0.231144009069553,0.156283711388548,0.121997542559954,0.0961134939659789,0.0224333714113847,0.00958693654860822,6.0572130853093e-09,7.10422687824657e-09,5.8252450973185e-07,6.83216228484775e-07,6.1962732,5.0683464,23.7450564,29.9413296,23.8329468,28.9012932
"dir090","dudley","Bchan","real10","stn09",0.246,0.122,5.533,0.272065576184803,0.53831780320716,0.366202719318345,0.555668178877417,0.521317239197694,0.381456380390976,0.383115612400053,0.296970442603168,0.228576053003201,0.17287239455546,0.135946006758269,0.0274227096302307,0.0120102700982985,0.139872095773246,0.195514545845505,0.427197458965989,0.287201754173214,0.2965907975548,0.309635740270715,0.211325412617543,0.218711553724149,0.168427174462584,0.165233053852974,0.141083492046982,0.108702512172185,0.0233482504498211,0.00978918119247271,0.246267518517079,0.306203650723961,0.636173757510734,0.429929234142245,0.577778674230189,0.552805329447754,0.399017759473656,0.402947755382992,0.31195547681765,0.257902698173413,0.207706804561375,0.161357241018248,0.033870142270374,0.0144190337852671,4.98659347863441e-09,1.46122188416621e-09,4.79562610801656e-07,1.40526270034565e-07,15.7616784,14.0185188,79.2185472,94.9802256,79.1892504,93.2077692
"dir090","dudley","Bchan","real10","stn12",0.112,0.114,3.971,0.126505160220515,0.295531524780048,0.215705987769887,0.305022829560773,0.269646144950792,0.217804021008094,0.143525963109481,0.0983940334047692,0.0781928773522528,0.0915703857968589,0.0770552880151052,0.0124450414151289,0.00629767663364212,0.083096807050572,0.125276095505839,0.264627602187942,0.212199249265507,0.26009244559924,0.247969561629683,0.207364172750684,0.140619238740388,0.0909127170656366,0.0748202163561407,0.0783666648051332,0.0695888846617919,0.0119657289666021,0.00600161011657703,0.12221969644554,0.177184040049132,0.378796392700196,0.300175673935721,0.377127916315549,0.353141968157434,0.29396448044688,0.19894887737939,0.129373202881375,0.1060173928018,0.113503714792319,0.0994340534743671,0.016948193080349,0.00850723103103348,1.60221474462386e-09,1.62390765958904e-09,1.54085607597471e-07,1.56171823564541e-07,13.4618796,17.5487832,94.5993672,108.0612468,89.7653952,107.3141784
"dir090","dudley","Bchan","real20","stn01",0.655,0.883,2.819,0.980576336032577,2.22944348626227,2.05488390944692,0.850076547909545,0.481121927904391,0.340259023073114,0.218322308748444,0.176526378617156,0.133091453021634,0.1080869874788,0.0889824725601413,0.023900972259901,0.00958623726262008,0.644613063728932,0.867700511392804,2.21097424925359,1.52183555702566,0.559030400562147,0.332874402689502,0.245092050455176,0.188607183109275,0.16321877678145,0.100690456490101,0.0729057367056066,0.0593370107722378,0.0136318801293269,0.00654636533401854,0.98945228277972,1.24542139752953,3.12700614527126,2.34367632378201,0.92616581650311,0.533403468369597,0.3833319569769,0.272420499496033,0.232242788109579,0.153350380995313,0.11874780049312,0.0973834017909465,0.0251337594000854,0.0105773799082878,1.58488436037862e-08,2.03882161422152e-08,1.52418937885857e-06,1.96074258000813e-06,6.2548668,4.9365108,23.6718144,29.9266812,23.7597048,28.6962156
