time	accel_ms2
1.205	-0.003878661
1.21	-0.004805852
1.215	-0.003376707
1.22	-0.000620881
1.225	0.001646713
1.23	0.002256927
1.235	0.001456509
1.24	0.000477227
1.245	0.000385369
1.25	0.001299783
1.255	0.002664783
1.26	0.003841926
1.265	0.004315824
1.27	0.003662348
1.275	0.001694927
1.28	-0.001141036
1.285	-0.003603493
1.29	-0.004314565
1.295	-0.002957466
1.3	-0.000744403
1.305	0.000533226
1.31	7.77e-05
1.315	-0.001304532
1.32	-0.002144281
1.325	-0.001737737
1.33	-0.000493053
1.335	0.000774693
1.34	0.001334192
1.345	0.000725776
1.35	-0.000759758
1.355	-0.001941465
1.36	-0.001647669
1.365	4.72e-05
1.37	0.001759123
1.375	0.002051644
1.38	0.000627098
1.385	-0.001543916
1.39	-0.003136701
1.395	-0.003523199
1.4	-0.002851882
1.405	-0.001481709
1.41	0.000226512
1.415	0.001739564
1.42	0.002297017
1.425	0.001473185
1.43	-0.000198482
1.435	-0.001406049
1.44	-0.001186627
1.445	-4.07e-05
1.45	0.000436431
1.455	-0.000767573
1.46	-0.002924922
1.465	-0.004147974
1.47	-0.003118824
1.475	-0.000264154
1.48	0.002614796
1.485	0.003746684
1.49	0.002558711
1.495	-2.12e-05
1.5	-0.002128353
1.505	-0.002224325
1.51	-0.000295111
1.515	0.002206666
1.52	0.003598531
1.525	0.003104264
1.53	0.001185503
1.535	-0.000856132
1.54	-0.001745974
1.545	-0.001007831
1.55	0.000856185
1.555	0.002696337
1.56	0.003475253
1.565	0.002901026
1.57	0.001499438
1.575	0.000192477
1.58	-0.000373089
1.585	-0.000171565
1.59	0.000485768
1.595	0.001164448
1.6	0.001375654
1.605	0.000992068
1.61	0.000459882
1.615	0.000310597
1.62	0.000575609
1.625	0.000810366
1.63	0.000352035
1.635	-0.001272406
1.64	-0.003646778
1.645	-0.005425364
1.65	-0.005325241
1.655	-0.003159295
1.66	-5.23e-05
1.665	0.002344295
1.67	0.00304773
1.675	0.002273731
1.68	0.000972791
1.685	-8.57e-05
1.69	-0.00074422
1.695	-0.001029011
1.7	-0.000844847
1.705	-0.00019444
1.71	0.000635968
1.715	0.001206444
1.72	0.001390784
1.725	0.001481646
1.73	0.001598979
1.735	0.001291774
1.74	0.00010243
1.745	-0.001717113
1.75	-0.003324231
1.755	-0.003962847
1.76	-0.003266238
1.765	-0.001314786
1.77	0.001056106
1.775	0.002464741
1.78	0.002026835
1.785	0.000205393
1.79	-0.001404697
1.795	-0.001370759
1.8	0.000228074
1.805	0.001878124
1.81	0.002096667
1.815	0.000723967
1.82	-0.001043472
1.825	-0.001819726
1.83	-0.001296837
1.835	-0.000249573
1.84	0.000478002
1.845	0.000566679
1.85	0.000155972
1.855	-0.000274673
1.86	-0.000306272
1.865	-9.76e-05
1.87	-0.000316153
1.875	-0.001462897
1.88	-0.003060464
1.885	-0.003806729
1.89	-0.002793294
1.895	-0.000388981
1.9	0.002140809
1.905	0.00376385
1.91	0.004314839
1.915	0.004246235
1.92	0.004014304
1.925	0.003693672
1.93	0.003066402
1.935	0.002045258
1.94	0.001022853
1.945	0.000721888
1.95	0.001485075
1.955	0.00275102
1.96	0.003468525
1.965	0.00293305
1.97	0.001294766
1.975	-0.000518137
1.98	-0.001439196
1.985	-0.000951002
1.99	0.000703561
1.995	0.00271566
2	0.004225888
2.005	0.00469459
2.01	0.003934575
2.015	0.002128077
2.02	-6.18e-05
2.025	-0.001602877
2.03	-0.001772105
2.035	-0.000898539
2.04	-9.36e-05
2.045	-0.000179675
2.05	-0.001170934
2.055	-0.002541506
2.06	-0.003623748
2.065	-0.003936211
2.07	-0.003175315
2.075	-0.001236756
2.08	0.001286607
2.085	0.003050504
2.09	0.002842529
2.095	0.000540976
2.1	-0.002670808
2.105	-0.005058987
2.11	-0.00555052
2.115	-0.00434877
2.12	-0.002565624
2.125	-0.001258551
2.13	-0.000730699
2.135	-0.000639519
2.14	-0.000528265
2.145	-0.000306512
2.15	-0.000275044
2.155	-0.000726026
2.16	-0.001442583
2.165	-0.001892772
2.17	-0.001981592
2.175	-0.002128362
2.18	-0.002618615
2.185	-0.003177214
2.19	-0.003198977
2.195	-0.002529579
2.2	-0.001784606
2.205	-0.001567913
2.21	-0.001516994
2.215	-0.000658487
2.22	0.001202448
2.225	0.002923752
2.23	0.002956298
2.235	0.000672324
2.24	-0.002987631
2.245	-0.005971904
2.25	-0.006354784
2.255	-0.003447015
2.26	0.00172355
2.265	0.00674151
2.27	0.008887973
2.275	0.006525348
2.28	0.000157473
2.285	-0.007490477
2.29	-0.01253136
2.295	-0.01195451
2.3	-0.005606843
2.305	0.003414142
2.31	0.010389311
2.315	0.011602633
2.32	0.006391996
2.325	-0.00249202
2.33	-0.010219777
2.335	-0.012284499
2.34	-0.007000739
2.345	0.003536578
2.35	0.014575065
2.355	0.021022829
2.36	0.019910532
2.365	0.011978361
2.37	0.001366018
2.375	-0.006776037
2.38	-0.009561656
2.385	-0.008230312
2.39	-0.006687001
2.395	-0.007789808
2.4	-0.010899925
2.405	-0.012889576
2.41	-0.011204407
2.415	-0.006097953
2.42	-0.000450805
2.425	0.002468667
2.43	0.001407699
2.435	-0.002090235
2.44	-0.004830972
2.445	-0.00400508
2.45	0.001346994
2.455	0.010042129
2.46	0.019250531
2.465	0.025117363
2.47	0.023745506
2.475	0.013235888
2.48	-0.004004658
2.485	-0.020883977
2.49	-0.028540802
2.495	-0.021345283
2.5	-0.001090393
2.505	0.023026932
2.51	0.03927327
2.515	0.039823678
2.52	0.025055956
2.525	0.003131145
2.53	-0.0150238
2.535	-0.02164205
2.54	-0.01533006
2.545	-0.000724175
2.55	0.014446543
2.555	0.022946361
2.56	0.02059066
2.565	0.007340795
2.57	-0.012995775
2.575	-0.034078221
2.58	-0.048703648
2.585	-0.050987693
2.59	-0.038960962
2.595	-0.015819246
2.6	0.011484916
2.605	0.035614847
2.61	0.051804674
2.615	0.057997702
2.62	0.052738139
2.625	0.034917225
2.63	0.006853118
2.635	-0.023480859
2.64	-0.045275923
2.645	-0.051280692
2.65	-0.042160351
2.655	-0.024943776
2.66	-0.007247411
2.665	0.007722897
2.67	0.021027691
2.675	0.032763324
2.68	0.037274942
2.685	0.025202347
2.69	-0.007892079
2.695	-0.053676336
2.7	-0.091382526
2.705	-0.097742733
2.71	-0.060407496
2.715	0.013233258
2.72	0.096747471
2.725	0.15553461
2.73	0.16311616
2.735	0.11428672
2.74	0.027945796
2.745	-0.06174446
2.75	-0.1208368
2.755	-0.12986848
2.76	-0.09102977
2.765	-0.026067983
2.77	0.034317099
2.775	0.064696582
2.78	0.055329029
2.785	0.014404666
2.79	-0.037313997
2.795	-0.075984356
2.8	-0.084643651
2.805	-0.060044389
2.81	-0.012925915
2.815	0.038217196
2.82	0.075350865
2.825	0.087272627
2.83	0.072762214
2.835	0.039773986
2.84	0.001473679
2.845	-0.028573135
2.85	-0.040466433
2.855	-0.031254001
2.86	-0.006875125
2.865	0.018980545
2.87	0.030194961
2.875	0.01652288
2.88	-0.019557227
2.885	-0.062513665
2.89	-0.090972394
2.895	-0.088840777
2.9	-0.05413466
2.905	-4.56e-05
2.91	0.052571121
2.915	0.086143931
2.92	0.093542198
2.925	0.078491038
2.93	0.051616235
2.935	0.025688334
2.94	0.011266156
2.945	0.013122992
2.95	0.028141322
2.955	0.045431368
2.96	0.050047815
2.965	0.03037443
2.97	-0.01482131
2.975	-0.074557116
2.98	-0.13029629
