"longitude","latitude","pga_cms2","pga_g"
-4.8,56.2,64.2,0.065465780873183
-4.6,56.2,34.56,0.0352413923205172
-4.4,56.2,61.57,0.062783927233051
-4.2,56.2,61.57,0.062783927233051
-4,56.2,61.57,0.062783927233051
-3.8,56.2,61.57,0.062783927233051
-3.6,56.2,61.57,0.062783927233051
-3.4,56.2,36,0.0367097836672054
-3.2,56.2,36,0.0367097836672054
-3,56.2,24.725,0.0252124833658793
-2.8,56.2,13.07,0.0133276909036215
-6,56.4,77.42,0.0789464292087512
-5.8,56.4,80.23,0.0818118317672192
-5.4,56.4,92.755,0.0945837773347677
-5.2,56.4,61.97,0.0631918137182422
-5,56.4,38.29,0.0390449337949249
-4.8,56.4,38.15,0.038902173525108
-4.6,56.4,27.785,0.0283328149775917
-4.4,56.4,29.625,0.0302090928094711
-4.2,56.4,61.14,0.0623454492614705
-4,56.4,61.14,0.0623454492614705
-3.8,56.4,61.21,0.062416829396379
-3.6,56.4,37.675,0.0384178083239434
-3.4,56.4,37.675,0.0384178083239434
-3.2,56.4,24.565,0.0250493287718028
-3,56.4,12.43,0.0126750725273156
-2.8,56.4,6.387,0.00651292745229003
-6.2,56.6,34.525,0.035205702253063
-6,56.6,41.39,0.0422060540551564
-5.8,56.6,80.31,0.0818934090642574
-5.6,56.6,81.95,0.0835657436535412
-5.4,56.6,81.95,0.0835657436535412
-5.2,56.6,81.95,0.0835657436535412
-5,56.6,39.73,0.0405133251416131
-4.8,56.6,39.09,0.0398607067653072
-4.6,56.6,24.32,0.0247994982996232
-4.4,56.6,20.34,0.0207410277719711
-4.2,56.6,21.78,0.0222094191186593
-4,56.6,21.78,0.0222094191186593
-3.8,56.6,21.685,0.0221125460784264
-3.6,56.6,15.51,0.0158157984632877
-3.4,56.6,13.34,0.0136030142811256
-3.2,56.6,9.003,0.00918050506544029
-3,56.6,7.4385,0.00758515905023632
-2.8,56.6,7.1775,0.00731901311864908
-2.6,56.6,6.4465,0.00657360056696221
-7.6,56.8,7.2465,0.00738937353734456
-5.8,56.8,46.555,0.0474728882951874
-5.6,56.8,49.25,0.050221023489163
-5.4,56.8,82.15,0.0837696868961368
-5.2,56.8,83.235,0.0848760789872179
-5,56.8,49.49,0.0504657553802777
-4.8,56.8,35.23,0.0359246021832124
-4.6,56.8,34.405,0.0350833363075056
-4.4,56.8,33.375,0.0340330286081384
-4.2,56.8,31.11,0.0317233713857433
-4,56.8,16.74,0.0170700494052505
-3.8,56.8,9.198,0.00937934972697099
-3.6,56.8,8.6715,0.00884246914083811
-3.4,56.8,7.4455,0.00759229706372716
-3.2,56.8,7.2905,0.00743424105071559
-3,56.8,7.3685,0.00751377891532786
-2.8,56.8,6.5355,0.00666435530991725
-2.6,56.8,6.15,0.00627125470981426
-2.4,56.8,5.021,0.00511999510536218
-7.4,57,7.6905,0.00784212753590676
-5.8,57,44.6,0.0454793430988156
-5.6,57,64.97,0.066250962357176
-5.4,57,66.755,0.0680711557973416
-5.2,57,66.755,0.0680711557973416
-5,57,76.665,0.0781765434679529
-4.8,57,76.81,0.0783244023188347
-4.6,57,69.575,0.0709467555179394
-4.4,57,49.215,0.0501853334217087
-4.2,57,34.09,0.0347621257004176
-4,57,29.775,0.0303620502414178
-3.8,57,16.995,0.0173300770395599
-3.6,57,9.241,0.00942319752412903
-3.4,57,8.985,0.00916215017360669
-3.2,57,7.8035,0.00795735546797326
-3,57,6.241,0.00636404888519525
-2.8,57,6.088,0.00620803230460963
-2.6,57,5.384,0.00549015209067317
-2.4,57,5.3625,0.00546822819209414
-2.2,57,5.1755,0.00527754126026727
-7.4,57.2,6.736,0.00686880841061932
-6.2,57.2,27.485,0.0280269001136984
-6,57.2,34.74,0.0354249412388532
-5.8,57.2,47.085,0.0480133378880658
-5.6,57.2,48.32,0.0492726874110935
-5.4,57.2,61.34,0.0625493925040661
-5.2,57.2,65.735,0.0670310452601041
-5,57.2,75.145,0.0766265748242264
-4.8,57.2,75.19,0.0766724620538104
-4.6,57.2,75.66,0.0771517286739101
-4.4,57.2,74.855,0.0763308571224628
-4.2,57.2,48.62,0.0495786022749869
-4,57.2,33.96,0.0346295625927304
-3.8,57.2,32.245,0.0328807492874733
-3.6,57.2,15.19,0.0154894892751347
-3.4,57.2,12.38,0.0126240867166668
-3.2,57.2,9.104,0.00928349640295106
-3,57.2,6.691,0.00682292118103532
-2.8,57.2,6.057,0.00617642110200731
-2.6,57.2,5.513,0.00562169548214732
-2.4,57.2,5.9585,0.00607597905502899
-2.2,57.2,5.95,0.00606731146721867
-7.4,57.4,4.9705,0.00506849943660679
-7.2,57.4,5.0815,0.00518168793624734
-6.6,57.4,6.779,0.00691265620777738
-6.4,57.4,9.0765,0.00925545420709417
-6.2,57.4,27.775,0.028322617815462
-6,57.4,28,0.028552053963382
-5.8,57.4,43.545,0.0444035424941239
-5.6,57.4,49.685,0.0506646000418084
-5.4,57.4,65.595,0.0668882849902872
-5.2,57.4,75.005,0.0764838145544095
-5,57.4,75.005,0.0764838145544095
-4.8,57.4,95.265,0.0971432650293423
-4.6,57.4,95.265,0.0971432650293423
-4.4,57.4,95.265,0.0971432650293423
-4.2,57.4,76.855,0.0783702895484187
-4,57.4,42.935,0.0437815156042074
-3.8,57.4,33.675,0.0343389434720317
-3.6,57.4,23.96,0.0244324004629512
-3.4,57.4,12.585,0.0128331285403272
-3.2,57.4,11.89,0.0121244257723076
-3,57.4,7.755,0.00790789923164383
-2.8,57.4,6.131,0.00625188010176768
-2.6,57.4,6.3285,0.00645327405383082
-2.4,57.4,6.346,0.00647111908755793
-2.2,57.4,6.314,0.00643848816874264
-2,57.4,5.862,0.00597757644047662
-7.4,57.6,4.308,0.00439293744550891
-7.2,57.6,4.7805,0.00487475335614099
-6.6,57.6,6.2445,0.00636761789194067
-6.4,57.6,7.8135,0.00796755263010304
-6.2,57.6,9.7575,0.00994988094813213
-5.8,57.6,35.43,0.036128545425808
-5.6,57.6,49.225,0.0501955305838385
-5.4,57.6,49.225,0.0501955305838385
-5.2,57.6,54.1,0.0551666471221059
-5,57.6,79.345,0.0809093829187337
-4.8,57.6,71.2,0.0726037943640285
-4.6,57.6,98.315,0.100253399478925
-4.4,57.6,71.975,0.0733940744290864
-4.2,57.6,69.945,0.0713240505167412
-4,57.6,35.935,0.0366435021133619
-3.8,57.6,21.84,0.022270602091438
-3.6,57.6,9.8075,0.010000866758781
-3.4,57.6,9.261,0.00944359184838859
-3.2,57.6,7.704,0.00785589370478196
-3,57.6,5.7325,0.00584552319089597
-2.8,57.6,6.1305,0.00625137024366119
-2.6,57.6,6.251,0.00637424604732503
-2.4,57.6,6.383,0.00650884858743812
-2.2,57.6,6.2045,0.00632682924342156
-2,57.6,6.1505,0.00627176456792075
-7.2,57.8,3.9965,0.00407529584516629
-7,57.8,4.153,0.00423488143249734
-6.8,57.8,5.0385,0.00513784013908929
-5.8,57.8,35.195,0.0358889121157582
-5.6,57.8,35.195,0.0358889121157582
-5.4,57.8,41.25,0.0420632937853395
-5.2,57.8,49.88,0.0508634447033391
-5,57.8,57.895,0.0590364701503572
-4.8,57.8,73.32,0.0747655927355417
-4.6,57.8,69.115,0.0704776860599695
-4.4,57.8,66.535,0.0678468182304865
-4.2,57.8,37.695,0.038438202648203
-4,57.8,25.2,0.0256968485670438
-7,58,4.4015,0.00448828091142235
-6.8,58,4.8255,0.00492064058572499
-6.6,58,5.26,0.0053637072802639
-6.4,58,6.6775,0.00680915501216012
-5.4,58,35.21,0.0359042078589529
-5.2,58,40.875,0.0416809002054728
-5,58,37.2,0.0379334431227789
-4.8,58,26.09,0.0266043959965942
-4.6,58,24.53,0.0250136387043486
-4.4,58,28.755,0.0293219397041803
-4.2,58,25,0.0254929053244482
-4,58,17.34,0.0176818791330373
-7,58.2,4.981,0.00507920645684306
-6.8,58.2,5.5805,0.00569052632652333
-6.6,58.2,5.59,0.00570021363054662
-6.4,58.2,5.64,0.00575119944119552
-6.2,58.2,5.9655,0.00608311706851983
-5.4,58.2,13.135,0.0133939724574651
-5.2,58.2,9.835,0.0100289089546379
-5,58.2,8.066,0.00822503097387997
-4.8,58.2,7.827,0.00798131879897824
-4.6,58.2,8.2255,0.00838767570984995
-4.4,58.2,8.1235,0.0082836646561262
-4.2,58.2,6.863,0.00699831236966752
-4,58.2,10.765,0.0109772450327074
-3.8,58.2,7.7405,0.00789311334655565
-3.6,58.2,6.199,0.00632122080425018
-6.4,58.4,7.391,0.00753672253011987
-6.2,58.4,7.578,0.00772740946194674
-5.2,58.4,6.852,0.00698709549132477
-5,58.4,6.694,0.00682598032967425
-4.8,58.4,6.343,0.006468059938919
-4.6,58.4,5.8745,0.00599032289313884
-4.4,58.4,5.3585,0.00546414932724223
-4.2,58.4,5.0995,0.00520004282808095
-4,58.4,4.3005,0.00438528957391158
-3.8,58.4,4.7325,0.00482580697791805
-3.6,58.4,5.308,0.00541265365848684
-3.4,58.4,5.7055,0.00581799085314557
-3.2,58.4,7.647,0.00779776988064222
-5,58.6,6.138,0.00625901811525852
-4.8,58.6,6.102,0.00622230833159132
-4,58.6,4.6925,0.00478501832939893
-3.8,58.6,5.018,0.00511693595672324
-3.6,58.6,5.5865,0.0056966446238012
-3.4,58.6,6.0825,0.00620242386543825
-3.2,58.6,5.962,0.00607954806177441
-3.2,58.8,5.6385,0.00574966986687605
-3,58.8,5.054,0.00515364574039045
-3.2,59,3.113,0.00317437657100029
-3,59,3.2195,0.00328297634768244
-2.8,59,3.548,0.00361795312364569
