"event","channel","filtering","station","epidistance","station_latitude","station_longitude","Vs_30_value","site_type_binary","groundmotion","amplitude","component","groundmotion_bis","filtering_bis"
"swansea","Hchan","f35Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","GM_Sa_0.4_s",0.411433372,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","GM_Sa_0.4_s",0.958386828,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","GM_Sa_0.4_s",1.676001296,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","GM_Sa_0.4_s",0.531794575,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","GM_Sa_0.4_s",0.631459454,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","GM_Sa_0.4_s",0.576574801,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","GM_Sa_0.4_s",0.207457247,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","GM_Sa_0.4_s",0.848023975,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","GM_Sa_0.4_s",0.688922146,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","GM_Sa_0.4_s",0.338734966,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","GM_Sa_0.4_s",1.305979958,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","GM_Sa_0.4_s",14.91696373,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","GM_Sa_0.4_s",1.208931024,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","GM_Sa_0.4_s",1.81090975,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","GM_Sa_0.4_s",2.418570866,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","GM_Sa_0.4_s",1.425351942,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","GM_Sa_0.4_s",0.605013819,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WACR",322.317,52.7246,0.6266,466,"Soil","GM_Sa_0.4_s",0.140546596,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","GM_Sa_0.4_s",0.791626804,"geometric mean","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f10Hz","HBL2",79.95,52.0509,-3.0365,760,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","KEY2",82.64,52.879,-1.077,550,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","SWN",115.65,51.5137,-1.8007,500,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","WOL",150.2,51.31,-1.22,500,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","AEU",229.6,52.6202,1.2347,500,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","ESK",317,55.3165,-3.2052,2000,"Rock","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","CCA",337,50.1866,-5.2277,845,"Rock","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","TFO",2.532,51.1135,1.1409,480,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","APAE",135.476,52.3006,1.4782,300,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","GM_Sa_0.5_s",0.113696064,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","GM_Sa_0.5_s",0.096459339,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","MCH",305.84,51.9973,-2.9983,900,"Rock","GM_Sa_0.5_s",0.054582625,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","STNC",320.292,53.0913,-2.2062,760,"Soil","GM_Sa_0.5_s",0.189076574,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","SWN1",212.156,51.5132,-1.8003,503,"Soil","GM_Sa_0.5_s",0.2604962,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","WOL",168.65,51.31,-1.22,500,"Soil","GM_Sa_0.5_s",0.122304348,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","CWF",98.558,52.7385,-1.3077,1050,"Rock","GM_Sa_0.5_s",4.085605198,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","EDI",335.945,55.9233,-3.1875,900,"Rock","GM_Sa_0.5_s",0.194539123,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","ESK",283.587,55.3165,-3.2052,2000,"Rock","GM_Sa_0.5_s",0.280792078,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","GAL1",329.548,54.8663,-4.7113,390,"Soil","GM_Sa_0.5_s",0.162912347,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","HLM1",197.485,52.5183,-2.8807,1000,"Rock","GM_Sa_0.5_s",0.314297399,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","HPK",105.698,53.9582,-1.6242,760,"Soil","GM_Sa_0.5_s",7.77812456,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","MCH1",238.517,51.9973,-2.9983,760,"Soil","GM_Sa_0.5_s",0.828070556,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","STNC",129.866,53.0913,-2.2062,760,"Soil","GM_Sa_0.5_s",5.179855109,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","SWN1",232.523,51.5132,-1.8003,503,"Soil","GM_Sa_0.5_s",3.375009674,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","WLF1",271.089,53.2893,-4.3967,2500,"Rock","GM_Sa_0.5_s",1.26984217,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Bchan","f10Hz","ESKII",283.595,55.3167,-3.205,900,"Rock","GM_Sa_0.5_s",0.260852342,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","CCA1",201.621,50.1867,-5.2273,845,"Rock","GM_Sa_0.5_s",0.285980954,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","GM_Sa_0.5_s",0.201676673,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","GM_Sa_0.5_s",0.481707265,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","GM_Sa_0.5_s",0.684786151,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","GM_Sa_0.5_s",0.380174996,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","GM_Sa_0.5_s",0.38854153,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","GM_Sa_0.5_s",0.403103718,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","GM_Sa_0.5_s",0.220597635,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","GM_Sa_0.5_s",0.575799572,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","GM_Sa_0.5_s",0.384606796,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","GM_Sa_0.5_s",0.236084148,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","GM_Sa_0.5_s",0.712537642,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","GM_Sa_0.5_s",7.447237685,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","GM_Sa_0.5_s",0.770124508,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","GM_Sa_0.5_s",0.95858541,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","GM_Sa_0.5_s",1.893428937,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","GM_Sa_0.5_s",1.173977508,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","GM_Sa_0.5_s",0.431487939,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","WACR",322.317,52.7246,0.6266,466,"Soil","GM_Sa_0.5_s",0.110790689,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","GM_Sa_0.5_s",0.389246767,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","FOEL",131.571,52.8879,-3.2012,760,"Soil","GM_Sa_0.5_s",0.509254133,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","LLW",120.612,52.8492,-3.665,900,"Rock","GM_Sa_0.5_s",0.322590215,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","SBD",146.777,50.5653,-4.6856,900,"Rock","GM_Sa_0.5_s",0.384144273,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","WOL",188.163,51.31,-1.22,500,"Soil","GM_Sa_0.5_s",0.559358812,"geometric mean","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f25Hz","HBL2",79.95,52.0509,-3.0365,760,"Soil","GM_Sa_0.5_s",0.438,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","KEY2",82.64,52.879,-1.077,550,"Soil","GM_Sa_0.5_s",2.295,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","SWN",115.65,51.5137,-1.8007,500,"Soil","GM_Sa_0.5_s",1.14,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","GM_Sa_0.5_s",1.123,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","WOL",150.2,51.31,-1.22,500,"Soil","GM_Sa_0.5_s",0.039,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","AEU",229.6,52.6202,1.2347,500,"Soil","GM_Sa_0.5_s",1.101,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","GM_Sa_0.5_s",0.123,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","GM_Sa_0.5_s",0.123,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","ESK",317,55.3165,-3.2052,2000,"Rock","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","CCA",337,50.1866,-5.2277,845,"Rock","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","TFO",2.532,51.1135,1.1409,480,"Soil","GM_Sa_0.5_s",17.447,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","APAE",135.476,52.3006,1.4782,300,"Soil","GM_Sa_0.5_s",NA,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","GM_Sa_0.5_s",0.113835513,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","GM_Sa_0.5_s",0.096556944,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","MCH",305.84,51.9973,-2.9983,900,"Rock","GM_Sa_0.5_s",0.054629185,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","STNC",320.292,53.0913,-2.2062,760,"Soil","GM_Sa_0.5_s",0.188953086,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","SWN1",212.156,51.5132,-1.8003,503,"Soil","GM_Sa_0.5_s",0.260633489,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","WOL",168.65,51.31,-1.22,500,"Soil","GM_Sa_0.5_s",0.122272049,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Bchan","f25Hz","ESKII",283.595,55.3167,-3.205,900,"Rock","GM_Sa_0.5_s",0.260886716,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","CWF",98.558,52.7385,-1.3077,1050,"Rock","GM_Sa_0.5_s",4.148241126,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","EDI",335.945,55.9233,-3.1875,900,"Rock","GM_Sa_0.5_s",0.19428861,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","ESK",283.587,55.3165,-3.2052,2000,"Rock","GM_Sa_0.5_s",0.279890646,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","GAL1",329.548,54.8663,-4.7113,390,"Soil","GM_Sa_0.5_s",0.162711863,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","HLM1",197.485,52.5183,-2.8807,1000,"Rock","GM_Sa_0.5_s",0.314055871,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","HPK",105.698,53.9582,-1.6242,760,"Soil","GM_Sa_0.5_s",7.776278697,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","MCH1",238.517,51.9973,-2.9983,760,"Soil","GM_Sa_0.5_s",0.841775807,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","STNC",129.866,53.0913,-2.2062,760,"Soil","GM_Sa_0.5_s",5.176049543,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","SWN1",232.523,51.5132,-1.8003,503,"Soil","GM_Sa_0.5_s",3.373935143,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","WLF1",271.089,53.2893,-4.3967,2500,"Rock","GM_Sa_0.5_s",1.277000641,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","FOEL",131.571,52.8879,-3.2012,760,"Soil","GM_Sa_0.5_s",0.509553133,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","LLW",120.612,52.8492,-3.665,900,"Rock","GM_Sa_0.5_s",0.323288935,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","SBD",146.777,50.5653,-4.6856,900,"Rock","GM_Sa_0.5_s",0.39223894,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","WOL",188.163,51.31,-1.22,500,"Soil","GM_Sa_0.5_s",0.562504709,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","CCA1",201.621,50.1867,-5.2273,845,"Rock","GM_Sa_0.5_s",0.286904289,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","GM_Sa_0.5_s",0.201886904,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","GM_Sa_0.5_s",0.490286514,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","GM_Sa_0.5_s",0.682185898,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","GM_Sa_0.5_s",0.379741862,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","GM_Sa_0.5_s",0.389498995,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","GM_Sa_0.5_s",0.402895733,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","GM_Sa_0.5_s",0.220631331,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","GM_Sa_0.5_s",0.575515821,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","GM_Sa_0.5_s",0.384358897,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","GM_Sa_0.5_s",0.240919334,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","GM_Sa_0.5_s",0.711125946,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","GM_Sa_0.5_s",7.435032047,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","GM_Sa_0.5_s",0.781017544,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","GM_Sa_0.5_s",0.955090503,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","GM_Sa_0.5_s",1.877349119,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","GM_Sa_0.5_s",1.171236563,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","GM_Sa_0.5_s",0.442122428,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WACR",322.317,52.7246,0.6266,466,"Soil","GM_Sa_0.5_s",0.111423857,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","GM_Sa_0.5_s",0.393838205,"geometric mean","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f10Hz","HBL2",79.95,52.0509,-3.0365,760,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","KEY2",82.64,52.879,-1.077,550,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","SWN",115.65,51.5137,-1.8007,500,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","WOL",150.2,51.31,-1.22,500,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","AEU",229.6,52.6202,1.2347,500,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","ESK",317,55.3165,-3.2052,2000,"Rock","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","CCA",337,50.1866,-5.2277,845,"Rock","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","TFO",2.532,51.1135,1.1409,480,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","APAE",135.476,52.3006,1.4782,300,"Soil","GM_Sa_0.6_s",NA,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","GM_Sa_0.6_s",0.094823876,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","GM_Sa_0.6_s",0.055187558,"geometric mean","Sa(T=0.6s)","low frequency filtering (10 Hz)"
