"event","channel","filtering","station","epidistance","station_latitude","station_longitude","Vs_30_value","site_type_binary","groundmotion","amplitude","component","groundmotion_bis","filtering_bis"
"dudley","Bchan","f25Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","WOL",150.2,51.31,-1.22,500,"Soil","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","AEU",229.6,52.6202,1.2347,500,"Soil","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","ESK",317,55.3165,-3.2052,2000,"Rock","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","CCA",337,50.1866,-5.2277,845,"Rock","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","TFO",2.532,51.1135,1.1409,480,"Soil","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","APAE",135.476,52.3006,1.4782,300,"Soil","Vel_GM_max",NA,"geometric mean","PGV","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","Vel_GM_max",0.0033,"geometric mean","PGV","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","Vel_GM_max",0.0019,"geometric mean","PGV","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","MCH",305.84,51.9973,-2.9983,900,"Rock","Vel_GM_max",0.0011,"geometric mean","PGV","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","STNC",320.292,53.0913,-2.2062,760,"Soil","Vel_GM_max",0.004,"geometric mean","PGV","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","SWN1",212.156,51.5132,-1.8003,503,"Soil","Vel_GM_max",0.0044,"geometric mean","PGV","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","WOL",168.65,51.31,-1.22,500,"Soil","Vel_GM_max",0.0035,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Bchan","f25Hz","ESKII",283.595,55.3167,-3.205,900,"Rock","Vel_GM_max",0.0085,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","CWF",98.558,52.7385,-1.3077,1050,"Rock","Vel_GM_max",0.1935,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","EDI",335.945,55.9233,-3.1875,900,"Rock","Vel_GM_max",0.0061,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","ESK",283.587,55.3165,-3.2052,2000,"Rock","Vel_GM_max",0.0094,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","GAL1",329.548,54.8663,-4.7113,390,"Soil","Vel_GM_max",0.0049,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","HLM1",197.485,52.5183,-2.8807,1000,"Rock","Vel_GM_max",0.0133,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","HPK",105.698,53.9582,-1.6242,760,"Soil","Vel_GM_max",0.4277,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","MCH1",238.517,51.9973,-2.9983,760,"Soil","Vel_GM_max",0.0214,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","STNC",129.866,53.0913,-2.2062,760,"Soil","Vel_GM_max",0.1567,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","SWN1",232.523,51.5132,-1.8003,503,"Soil","Vel_GM_max",0.0845,"geometric mean","PGV","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","WLF1",271.089,53.2893,-4.3967,2500,"Rock","Vel_GM_max",0.0629,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","FOEL",131.571,52.8879,-3.2012,760,"Soil","Vel_GM_max",0.0083,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","LLW",120.612,52.8492,-3.665,900,"Rock","Vel_GM_max",0.0353,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","SBD",146.777,50.5653,-4.6856,900,"Rock","Vel_GM_max",0.0276,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","WOL",188.163,51.31,-1.22,500,"Soil","Vel_GM_max",0.0174,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","CCA1",201.621,50.1867,-5.2273,845,"Rock","Vel_GM_max",0.0095,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","Vel_GM_max",0.0116,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","Vel_GM_max",0.0316,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","Vel_GM_max",0.0312,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","Vel_GM_max",0.01,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","Vel_GM_max",0.0183,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","Vel_GM_max",0.012,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","Vel_GM_max",0.0043,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","Vel_GM_max",0.015,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","Vel_GM_max",0.0123,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","Vel_GM_max",0.0157,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","Vel_GM_max",0.0451,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","Vel_GM_max",0.3009,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","Vel_GM_max",0.0358,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","Vel_GM_max",0.0325,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","Vel_GM_max",0.0859,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","Vel_GM_max",0.0722,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","Vel_GM_max",0.0267,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WACR",322.317,52.7246,0.6266,466,"Soil","Vel_GM_max",0.0037,"geometric mean","PGV","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","Vel_GM_max",0.0283,"geometric mean","PGV","high frequency filtering (35 Hz)"
"dudley","Bchan","f10Hz","HBL2",79.95,52.0509,-3.0365,760,"Soil","Acc_GM_max",1.629,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","KEY2",82.64,52.879,-1.077,550,"Soil","Acc_GM_max",4.072517403,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","SWN",115.65,51.5137,-1.8007,500,"Soil","Acc_GM_max",1.504,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","Acc_GM_max",1.504,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","WOL",150.2,51.31,-1.22,500,"Soil","Acc_GM_max",0.048,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","AEU",229.6,52.6202,1.2347,500,"Soil","Acc_GM_max",1.345,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","Acc_GM_max",0.08605812,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","Acc_GM_max",0.089442719,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","Acc_GM_max",0.079,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","Acc_GM_max",0.133940285,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","ESK",317,55.3165,-3.2052,2000,"Rock","Acc_GM_max",0.010488088,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","CCA",337,50.1866,-5.2277,845,"Rock","Acc_GM_max",0.125602548,"geometric mean","PGA","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","TFO",2.532,51.1135,1.1409,480,"Soil","Acc_GM_max",100,"geometric mean","PGA","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","APAE",135.476,52.3006,1.4782,300,"Soil","Acc_GM_max",1.286,"geometric mean","PGA","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","Acc_GM_max",0.0502,"geometric mean","PGA","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","Acc_GM_max",0.0385,"geometric mean","PGA","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","MCH",305.84,51.9973,-2.9983,900,"Rock","Acc_GM_max",0.0203,"geometric mean","PGA","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","STNC",320.292,53.0913,-2.2062,760,"Soil","Acc_GM_max",0.0491,"geometric mean","PGA","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","SWN1",212.156,51.5132,-1.8003,503,"Soil","Acc_GM_max",0.0894,"geometric mean","PGA","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","WOL",168.65,51.31,-1.22,500,"Soil","Acc_GM_max",0.0697,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","CWF",98.558,52.7385,-1.3077,1050,"Rock","Acc_GM_max",5.1832,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","EDI",335.945,55.9233,-3.1875,900,"Rock","Acc_GM_max",0.0823,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","ESK",283.587,55.3165,-3.2052,2000,"Rock","Acc_GM_max",0.2325,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","GAL1",329.548,54.8663,-4.7113,390,"Soil","Acc_GM_max",0.0947,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","HLM1",197.485,52.5183,-2.8807,1000,"Rock","Acc_GM_max",0.0278,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","HPK",105.698,53.9582,-1.6242,760,"Soil","Acc_GM_max",13.3216,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","MCH1",238.517,51.9973,-2.9983,760,"Soil","Acc_GM_max",0.725,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","STNC",129.866,53.0913,-2.2062,760,"Soil","Acc_GM_max",3.2171,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","SWN1",232.523,51.5132,-1.8003,503,"Soil","Acc_GM_max",1.7635,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","WLF1",271.089,53.2893,-4.3967,2500,"Rock","Acc_GM_max",1.3649,"geometric mean","PGA","low frequency filtering (10 Hz)"
"rasen","Bchan","f10Hz","ESKII",283.595,55.3167,-3.205,900,"Rock","Acc_GM_max",0.1485,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","CCA1",201.621,50.1867,-5.2273,845,"Rock","Acc_GM_max",0.2722,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","Acc_GM_max",0.3582,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","Acc_GM_max",0.9167,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","Acc_GM_max",0.9316,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","Acc_GM_max",0.2218,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","Acc_GM_max",0.4067,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","Acc_GM_max",0.3664,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","Acc_GM_max",0.0795,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","Acc_GM_max",0.4062,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","Acc_GM_max",0.2267,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","Acc_GM_max",0.5228,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","Acc_GM_max",1.2335,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","Acc_GM_max",7.3324,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","Acc_GM_max",0.8547,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","Acc_GM_max",0.8419,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","Acc_GM_max",2.8848,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","Acc_GM_max",1.6972,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","Acc_GM_max",0.7753,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","WACR",322.317,52.7246,0.6266,466,"Soil","Acc_GM_max",0.0913,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","Acc_GM_max",0.7129,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","FOEL",131.571,52.8879,-3.2012,760,"Soil","Acc_GM_max",0.1425,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","LLW",120.612,52.8492,-3.665,900,"Rock","Acc_GM_max",0.871,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","SBD",146.777,50.5653,-4.6856,900,"Rock","Acc_GM_max",0.8833,"geometric mean","PGA","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","WOL",188.163,51.31,-1.22,500,"Soil","Acc_GM_max",0.4692,"geometric mean","PGA","low frequency filtering (10 Hz)"
"dudley","Bchan","f25Hz","HBL2",79.95,52.0509,-3.0365,760,"Soil","Acc_GM_max",1.903,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","KEY2",82.64,52.879,-1.077,550,"Soil","Acc_GM_max",9.814,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","SWN",115.65,51.5137,-1.8007,500,"Soil","Acc_GM_max",1.494,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","Acc_GM_max",1.476,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","WOL",150.2,51.31,-1.22,500,"Soil","Acc_GM_max",0.048,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","AEU",229.6,52.6202,1.2347,500,"Soil","Acc_GM_max",1.325,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","Acc_GM_max",0.08605812,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","Acc_GM_max",0.089442719,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","Acc_GM_max",0.079,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","Acc_GM_max",0.133940285,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","ESK",317,55.3165,-3.2052,2000,"Rock","Acc_GM_max",0.010488088,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","CCA",337,50.1866,-5.2277,845,"Rock","Acc_GM_max",0.125602548,"geometric mean","PGA","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","TFO",2.532,51.1135,1.1409,480,"Soil","Acc_GM_max",100,"geometric mean","PGA","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","APAE",135.476,52.3006,1.4782,300,"Soil","Acc_GM_max",1.286,"geometric mean","PGA","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","Acc_GM_max",0.061,"geometric mean","PGA","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","Acc_GM_max",0.0535,"geometric mean","PGA","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","MCH",305.84,51.9973,-2.9983,900,"Rock","Acc_GM_max",0.0245,"geometric mean","PGA","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","STNC",320.292,53.0913,-2.2062,760,"Soil","Acc_GM_max",0.0558,"geometric mean","PGA","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","SWN1",212.156,51.5132,-1.8003,503,"Soil","Acc_GM_max",0.0931,"geometric mean","PGA","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","WOL",168.65,51.31,-1.22,500,"Soil","Acc_GM_max",0.0684,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Bchan","f25Hz","ESKII",283.595,55.3167,-3.205,900,"Rock","Acc_GM_max",0.1484,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","CWF",98.558,52.7385,-1.3077,1050,"Rock","Acc_GM_max",7.6996,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","EDI",335.945,55.9233,-3.1875,900,"Rock","Acc_GM_max",0.0842,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","ESK",283.587,55.3165,-3.2052,2000,"Rock","Acc_GM_max",0.2304,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","GAL1",329.548,54.8663,-4.7113,390,"Soil","Acc_GM_max",0.1596,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","HLM1",197.485,52.5183,-2.8807,1000,"Rock","Acc_GM_max",0.117,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","HPK",105.698,53.9582,-1.6242,760,"Soil","Acc_GM_max",13.8332,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","MCH1",238.517,51.9973,-2.9983,760,"Soil","Acc_GM_max",0.7792,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","STNC",129.866,53.0913,-2.2062,760,"Soil","Acc_GM_max",4.4343,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","SWN1",232.523,51.5132,-1.8003,503,"Soil","Acc_GM_max",1.7608,"geometric mean","PGA","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","WLF1",271.089,53.2893,-4.3967,2500,"Rock","Acc_GM_max",1.4833,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","FOEL",131.571,52.8879,-3.2012,760,"Soil","Acc_GM_max",0.2055,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","LLW",120.612,52.8492,-3.665,900,"Rock","Acc_GM_max",0.9607,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","SBD",146.777,50.5653,-4.6856,900,"Rock","Acc_GM_max",1.1719,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","WOL",188.163,51.31,-1.22,500,"Soil","Acc_GM_max",0.5554,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","CCA1",201.621,50.1867,-5.2273,845,"Rock","Acc_GM_max",0.3173,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","Acc_GM_max",0.4824,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","Acc_GM_max",1.3831,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","Acc_GM_max",1.6045,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","Acc_GM_max",0.2482,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","Acc_GM_max",0.4564,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","Acc_GM_max",0.4295,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","Acc_GM_max",0.0814,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","Acc_GM_max",0.4919,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","Acc_GM_max",0.2263,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","Acc_GM_max",0.7668,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","Acc_GM_max",2.1252,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","Acc_GM_max",7.6825,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","Acc_GM_max",2.7796,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","Acc_GM_max",0.8611,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","Acc_GM_max",3.442,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","Acc_GM_max",2.1437,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","Acc_GM_max",1.097,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WACR",322.317,52.7246,0.6266,466,"Soil","Acc_GM_max",0.1339,"geometric mean","PGA","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","Acc_GM_max",0.845,"geometric mean","PGA","high frequency filtering (35 Hz)"
"dudley","Bchan","f10Hz","HBL2",79.95,52.0509,-3.0365,760,"Soil","GM_Sa_0.05_s",NA,"geometric mean","Sa(T=0.05s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","KEY2",82.64,52.879,-1.077,550,"Soil","GM_Sa_0.05_s",NA,"geometric mean","Sa(T=0.05s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","SWN",115.65,51.5137,-1.8007,500,"Soil","GM_Sa_0.05_s",NA,"geometric mean","Sa(T=0.05s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","GM_Sa_0.05_s",NA,"geometric mean","Sa(T=0.05s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","WOL",150.2,51.31,-1.22,500,"Soil","GM_Sa_0.05_s",NA,"geometric mean","Sa(T=0.05s)","low frequency filtering (10 Hz)"
