"event","channel","filtering","station","epidistance","station_latitude","station_longitude","Vs_30_value","site_type_binary","groundmotion","amplitude","component","groundmotion_bis","filtering_bis"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.4_s",0.153448701635473,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",0.0590749740681224,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.4_s",0.16944268724197,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.4_s",0.258406992982988,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.4_s",5.81540491206611,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",1.15830150937405,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.4_s",5.88519027715581,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",1.1604209832269,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.4_s",5.87725118990144,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.4_s",8.83387170127596,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",1.17556492844076,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.4_s",5.67742021759962,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.4_s",3.4239485095815,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.4_s",5.95112811995934,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.4_s",8.69506319104278,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",1.17885883283568,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.4_s",5.67605130904743,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.4_s",3.42905582754493,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.4_s",0.468026595580671,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.4_s",0.664390205359856,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",0.348035606105945,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.4_s",2.05195516652143,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.4_s",1.80057250718587,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.4_s",0.464728974658822,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.4_s",0.66457978674934,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",0.35637733139735,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.4_s",2.05624682947468,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.4_s",1.78329022541911,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.4_s",0.475524128072096,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.4_s",0.667343893950541,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",0.355956628685982,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.4_s",2.04134768918065,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.4_s",1.82397655897488,"maximum","Sa(T=0.4s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.4_s",0.474841877299067,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.4_s",0.668183909569708,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.4_s",0.359230178942287,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.4_s",2.04631281663886,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.4_s",1.80636520910224,"maximum","Sa(T=0.4s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",0.124047733670236,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.5_s",0.143684657324746,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.0553062292145685,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.5_s",0.239797870833137,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.5_s",0.299630028420062,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",0.124424694814447,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.5_s",0.143716428816368,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.055403621281933,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.5_s",0.239714181312524,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.5_s",0.299743670666425,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",5.88511453034246,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.840026639180454,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",5.89605452556927,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.849250109469963,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",5.98203902162946,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.5_s",8.11170685378748,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.851734748847931,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.5_s",5.64652716125154,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.5_s",3.89964442334157,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",6.00374303674365,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.5_s",8.09611481322075,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.864416545710833,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.5_s",5.63598572935548,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.5_s",3.89990454949774,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",0.203455731557598,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.5_s",0.501289286137392,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.295433602309298,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.5_s",1.13050943675984,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.5_s",1.22315282449019,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",0.205031736488778,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.5_s",0.502105715971735,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.301338397132425,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.5_s",1.12168396432354,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.5_s",1.2170575877221,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",0.204120769265949,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.5_s",0.503255680049944,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.30051149398302,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.5_s",1.13302983978447,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.5_s",1.22815912895524,"maximum","Sa(T=0.5s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.5_s",0.206139891190611,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.5_s",0.504402552133515,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.5_s",0.305494746224336,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.5_s",1.12394794932601,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.5_s",1.22228308949362,"maximum","Sa(T=0.5s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",0.1162188933092,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.6_s",0.139611507569789,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.0541760474914712,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.6_s",0.146070905190683,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.6_s",0.216831952032518,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",0.115666741358744,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.6_s",0.139536635041792,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.0542059107209478,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.6_s",0.146089550959614,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.6_s",0.216685901574052,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",4.14243005621596,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.521393567536076,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",4.14508428489658,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.522193042840235,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",4.15597037024428,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.6_s",5.65932859829767,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.524957970524178,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.6_s",4.92384362193785,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.6_s",3.20399568007833,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",4.15708528575887,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.6_s",5.6320038212405,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.526079971414076,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.6_s",4.90985415516628,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.6_s",3.20536527906927,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",0.105222192780746,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.6_s",0.435834661832524,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.170981445671732,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.6_s",1.0888312879972,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.6_s",1.31399389050105,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",0.107782097695636,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.6_s",0.436138466809195,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.1737762352326,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.6_s",1.08873378441289,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.6_s",1.31588256563502,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",0.106001766024789,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.6_s",0.436666309515723,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.171410268578664,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.6_s",1.09098535176022,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.6_s",1.31772763603444,"maximum","Sa(T=0.6s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Max_Sa_0.6_s",0.108102610633374,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Max_Sa_0.6_s",0.437727578384719,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Max_Sa_0.6_s",0.175359915121265,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Max_Sa_0.6_s",1.09157766716717,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Max_Sa_0.6_s",1.31854800801807,"maximum","Sa(T=0.6s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.7_s",0.0657484342103237,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.7_s",0.182908048168628,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.7_s",0.0454193982048415,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.7_s",0.124431313795026,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.7_s",0.151266447797699,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Max_Sa_0.7_s",0.065730076461062,"maximum","Sa(T=0.7s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Max_Sa_0.7_s",0.182947025980314,"maximum","Sa(T=0.7s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Max_Sa_0.7_s",0.0454688410241042,"maximum","Sa(T=0.7s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Max_Sa_0.7_s",0.12448919950154,"maximum","Sa(T=0.7s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Max_Sa_0.7_s",0.151272218759792,"maximum","Sa(T=0.7s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.7_s",2.6995236386125,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.7_s",0.46516765525648,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.7_s",2.66165550154354,"maximum","Sa(T=0.7s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.7_s",0.466187723478882,"maximum","Sa(T=0.7s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Max_Sa_0.7_s",2.70268700813277,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Max_Sa_0.7_s",5.6152597643485,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Max_Sa_0.7_s",0.466144497973588,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Max_Sa_0.7_s",4.26613207232827,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Max_Sa_0.7_s",2.3706067684501,"maximum","Sa(T=0.7s)","low frequency filtering (10 Hz)"
