"id","long","lat","order","hole","piece","group","LEVL_CODE","NUTS_ID","CNTR_CODE","NUTS_NAME","FID","group_char"
"34",527.20259488,177.26859943,3,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",530.05271155,177.89480225,4,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",531.34007377,180.53064934,5,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",537.24792248,178.14949991,6,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",545.62883911,180.59947001,7,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",547.63010205,181.18696399,8,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",554.0782649,178.01046175,9,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",564.32998378,174.56348096,10,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",570.82930139,175.69241402,11,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",575.17311691,178.93262597,12,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",584.92025716,176.98981451,13,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",581.31689788,170.93622606,14,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",582.92501995,167.29189616,15,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",592.23580847,174.89041826,16,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",601.14159219,172.31580511,17,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",603.91240023,167.64635124,18,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",605.56167253,164.8727938,19,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",625.68556611,169.29252446,20,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",637.9206876,167.68496316,21,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",635.95440635,161.68570933,22,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",636.18344644,144.86178488,23,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",611.74039441,129.45346573,24,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",608.26763147,118.49965384,25,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",605.91534565,117.35899387,26,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",600.73237841,117.68692002,27,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",594.93574902,117.84322088,28,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",586.11873035,110.84542136,29,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",568.45347444,105.38236807,30,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",558.36128601,95.70739555,31,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",547.95842704,98.87751172,32,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",538.34755225,101.82725262,33,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",525.74125341,104.62982408,34,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",492.7854947,98.46040014,35,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",485.28214536,93.00354106,36,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",477.77709712,97.87377867,37,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",475.23276747,105.38963501,38,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",472.50535576,99.16038153,39,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",468.83101294,104.16334833,40,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",465.09677288,98.50666607,41,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",462.29654464,105.14662521,42,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",459.55743711,98.77976864,43,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",444.75870853,109.14476596,44,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",436.85320834,113.96384748,45,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",437.73718808,112.15745581,46,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",446.40339673,104.66731906,47,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
"34",447.67509979,102.36002877,48,FALSE,"1","34.1",0,"UK","UK","UNITED KINGDOM","UK","34.1A"
