"event","channel","filtering","station","epidistance","station_latitude","station_longitude","Dis_Max_EW","Dis_Max_NS","Dis_Max","Vel_Max_EW","Vel_Max_NS","Vel_Max","Acc_Max_EW","Acc_Max_NS","Acc_Max","Max_Sa_0.05_s","Max_Sa_0.1_s","Max_Sa_0.2_s","Max_Sa_0.3_s","Max_Sa_0.4_s","Max_Sa_0.5_s","Max_Sa_0.6_s","Max_Sa_0.7_s","Max_Sa_0.8_s","Max_Sa_0.9_s","Max_Sa_1_s","Max_Sa_2_s","Max_Sa_3_s","Dis_GM_max","Vel_GM_max","Acc_GM_max","GM_Sa_0.05_s","GM_Sa_0.1_s","GM_Sa_0.2_s","GM_Sa_0.3_s","GM_Sa_0.4_s","GM_Sa_0.5_s","GM_Sa_0.6_s","GM_Sa_0.7_s","GM_Sa_0.8_s","GM_Sa_0.9_s","GM_Sa_1_s","GM_Sa_2_s","GM_Sa_3_s","Dis_Res_max","Vel_Res_max","Acc_Res_max","Res_Sa_0.05_s","Res_Sa_0.1_s","Res_Sa_0.2_s","Res_Sa_0.3_s","Res_Sa_0.4_s","Res_Sa_0.5_s","Res_Sa_0.6_s","Res_Sa_0.7_s","Res_Sa_0.8_s","Res_Sa_0.9_s","Res_Sa_1_s","Res_Sa_2_s","Res_Sa_3_s","arias_ew_g","arias_ns_g","arias_ew_m","arias_ns_m","arias_ew_std","arias_ns_std","ew_m_time_5","ew_m_time_95","ns_m_time_5","ns_m_time_95"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,0.0196,0.0235,0.0235,0.5038,0.7222,0.7222,17.827,19.7762,19.7762,23.882233595036,39.7876832569018,62.7240500698015,28.9009466205046,8.69506319104278,8.09611481322075,5.6320038212405,5.62344304933942,3.94059122707864,2.60731443113474,2.25225092669696,0.313444922508209,0.134683037045654,0.019,0.4277,13.8332,2326.02672785306,3944.4119111204,5960.20630608547,2467.63546674507,869.15631752411,777.626066871056,504.600355038131,547.921386898447,346.948671796823,250.666924619154,221.671765247616,31.1108617566139,12.1765321604064,0.027,0.7564,20.0148,3291.78887583193,5578.66036075209,8450.96602506201,3576.56228168178,1229.17285130747,1101.51567844327,722.209715934163,775.400909480977,498.592750796464,355.04577583897,313.570492716671,43.9998653062505,17.3949916057734,2.13365483581782e-05,2.51522091361962e-05,0.00205194405358794,0.00241889761667266,10.9,9.03,46.54,57.44,47.39,56.42
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,0.002,0.0019,0.002,0.0372,0.0483,0.0483,1.5268,1.3938,1.5268,2.32000145618096,4.07113351753491,2.95962931395087,2.46846881235036,1.17885883283568,0.864416545710833,0.526079971414076,0.468878284389604,0.314956973567861,0.232179004532012,0.144272738656385,0.0406517300653796,0.0125145817707956,0.0014,0.0214,0.7792,222.27780390433,400.11605230913,292.585580765443,198.955536305374,105.794716589435,84.1771037640399,49.9925604778197,42.4877705856929,30.8484770878972,20.0056824129711,14.3787960908008,3.35379057940723,1.15198703100958,0.0022,0.0483,1.5385,314.924215037884,566.019617790048,413.832998879821,294.359193144156,151.365081319941,119.12828587338,70.8839250467152,60.6693208982954,43.6451417486148,28.9173880142743,20.3349188063327,4.91745315002808,1.64031794400649,3.29408598432739e-07,3.40980711749377e-07,3.16793514774717e-05,3.27922460613991e-05,26.83,26.65,76.13,102.96,75.71,102.36
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,0.0191,0.014,0.0191,0.1881,0.1758,0.1881,5.2345,5.3398,5.3398,8.24230902680878,17.0961419473146,10.5363143584545,9.71968433795688,5.67605130904743,5.63598572935548,4.90985415516628,4.27006381022181,2.80525779770336,2.39744905930838,2.45633749824039,0.395791309323409,0.109646526531875,0.0113,0.1567,4.4343,737.410080696,1560.28515455703,996.982876929903,874.359249900996,506.602886341407,517.598950258702,428.105556019829,342.327561987954,264.304301188558,219.577559690515,183.997658265009,34.542266385698,10.8554594038618,0.0191,0.2224,6.4864,1055.74916287679,2224.98433235483,1414.25071539471,1250.35487115457,725.686778388765,737.29539685866,616.768692221883,507.594761953109,375.108102903434,312.924145906169,281.660110469975,49.7525156791169,15.3534757181569,3.14818642187232e-06,3.98630339118592e-06,0.000302762297795518,0.000383364328757805,23.38,19.51,49.98,73.36,51.7,71.21
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,0.0085,0.0134,0.0134,0.0973,0.1086,0.1086,2.3185,2.8425,2.8425,3.23302986138015,5.78871662589141,8.3402695665599,5.5873510505624,3.42905582754493,3.89990454949774,3.20536527906927,2.37208073881055,1.84767693988355,1.09093894187089,1.01423654708204,0.311156365823815,0.0941496609127065,0.0086,0.0845,1.7608,283.757334898428,525.625038840213,803.057710815462,441.715574508928,330.164119667669,337.395781127223,307.882657064552,197.563083261072,153.448446303111,95.9173481742979,79.7377498378366,28.6542400831617,8.77103760280532,0.0139,0.1195,3.0446,408.105540720644,750.256620097013,1137.32080781429,658.884280551695,467.591880040441,487.129059865418,436.11799776017,288.690850824596,224.453881634465,137.889131235608,119.233470824557,40.7981094463367,12.4663258263542,9.86044172916325e-07,1.26964694373997e-06,9.48282469697202e-05,0.000122102434406396,23.29,22.18,77.06,100.35,77.02,99.2
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,5e-04,6e-04,6e-04,0.0108,0.0117,0.0117,0.3717,0.3676,0.3717,0.457414911098759,1.42349964162423,1.10723215875336,0.440069862170017,0.468026595580671,0.203455731557598,0.105222192780746,0.0847408498972881,0.071004883999167,0.0556425425105137,0.0552086968046241,0.00780025566085932,0.00329894894581311,4e-04,0.01,0.3434,44.3291444210662,135.74460964699,101.928529950343,34.4838097976023,40.4734968746301,20.1160285404844,9.96310349282243,6.84644672178729,5.87555364854387,4.50298939754142,3.98253364037485,0.754166005123727,0.291223997631708,7e-04,0.0142,0.4887,62.7525339938789,192.405084721258,145.134937402932,51.6408199417921,58.4423236319436,28.4520227791242,14.1319405105515,10.1196277899719,8.60554307266479,6.65136612041704,6.22360109543842,1.0677638556211,0.418239098068857,2.30821392259655e-08,2.39737163109737e-08,2.21981819803835e-06,2.30556150886756e-06,28.94,22.64,62.46,91.4,68.8,91.44
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,0.0016,0.001,0.0016,0.0201,0.0204,0.0204,0.5639,0.5533,0.5639,0.611225284601723,1.00708078722181,2.28594917354327,1.2118052624637,0.664390205359856,0.501289286137392,0.435834661832524,0.30859341179779,0.232224618957952,0.170654817971888,0.0973137569657143,0.0361887839795695,0.0104074344001317,9e-04,0.0178,0.3917,61.1033199144821,100.193217694449,208.472291560333,106.443983382891,62.4509275825172,38.5970451226687,31.3430802003053,27.0642075714725,22.3449109329314,14.9563346163369,9.65115187997884,2.90374969610154,0.802625681449818,0.0016,0.0255,0.6156,86.4131522660308,141.698329762721,297.324123336719,153.058423640564,88.6571751833713,58.2758052053849,49.0671791433143,38.931830399753,31.6473564051491,21.5185190266319,13.649725157549,4.3040552905502,1.21090602029472,6.23337520853339e-08,8.08012485986785e-08,5.99466088807662e-06,7.77068712339265e-06,25.52,23.08,87.92,113.44,87.76,110.84
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,6e-04,0.0011,0.0011,0.0146,0.019,0.019,0.4463,0.6442,0.6442,0.709983952295968,1.86351566359112,1.2915870931463,0.709285438900149,0.348035606105945,0.295433602309298,0.170981445671732,0.125599077730062,0.12256913504941,0.0711054605803462,0.0535650649755696,0.010934366211045,0.00482473816258477,8e-04,0.0135,0.5007,60.5751293254921,173.178746653587,123.220718825842,67.7992285194726,33.0145833239915,23.3566285272816,16.8030925133063,10.6922745661558,10.3111480163798,7.02754794274025,4.89037772064875,0.907030334862343,0.409990062867116,0.0013,0.0207,0.7174,87.8169219221241,246.226831060089,174.646272135054,96.0777400021122,46.8196283779501,34.8394000552057,23.7703612874873,15.5114197974262,15.0158211055429,9.93982365177224,6.97328528438109,1.32729521577267,0.595113953365477,4.28975651660948e-08,4.75028214121599e-08,4.12547532423307e-06,4.56836458686021e-06,31.4,23.84,27.74,59.14,33.32,57.16
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,0.0036,0.0033,0.0036,0.045,0.0493,0.0493,1.3382,1.0055,1.3382,1.45463687626071,2.27410865758586,4.02852268669834,2.37821212705322,2.05195516652143,1.13050943675984,1.0888312879972,0.682413530938263,0.589069301178353,0.413122119167722,0.302727081666644,0.0979637889537963,0.0258530577264493,0.0024,0.0304,0.8433,124.830700900845,207.301857556392,337.864206369694,226.972756211394,179.968962780963,95.3762132034792,82.4693029538867,61.9326910657009,54.7305784419411,41.1870540373,30.1254293126251,7.7507599045445,2.01387797334009,0.0038,0.0505,1.4398,180.652462227902,295.678445422946,492.526998576869,321.687411988906,258.881915127967,138.762749242899,125.527622336163,88.4089151836774,77.8189013544184,58.2478266447745,42.6048040153055,11.5574250437237,3.02403535953855,1.7339846345241e-07,1.5652084329159e-07,1.66757968538094e-05,1.5052669638182e-05,18.22,17.78,67.32,85.54,66.34,84.12
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,0.0043,0.0072,0.0072,0.0785,0.1055,0.1055,2.3471,2.5598,2.5598,2.71791731659966,6.11727675669672,7.16721228104704,5.7431736521162,1.80057250718587,1.22315282449019,1.31399389050105,1.20913234797478,0.769556747035645,0.764338981044665,0.798407068370521,0.0805167358314346,0.0459368252323957,0.0053,0.0752,1.7254,269.995426433859,584.256830520014,687.652496050288,392.043621163626,141.776583403533,116.947218466158,126.41359130181,108.968362393606,73.3267410680482,59.2110242805755,58.8327149485054,7.82246790380686,4.14416763198083,0.0081,0.1072,2.6977,381.847983205672,828.007634902936,974.15408481445,633.608972213386,211.855783966204,165.721347860377,179.043256723683,155.768866043048,103.941540325938,89.1409257818299,90.8513694048561,11.0718656833253,5.92278214953493,4.57042686224955e-07,6.12390784050144e-07,4.39539707403374e-05,5.88938569964204e-05,11.48,11.2,56.4,67.88,57,68.2
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,5e-04,6e-04,6e-04,0.0117,0.0142,0.0142,0.6537,0.79,0.79,1.47551512827961,2.78006392053692,1.14401002199179,0.447740918310069,0.464728974658822,0.205031736488778,0.107782097695636,0.0851188616724994,0.0725127328575098,0.0563942264175574,0.0552969193229962,0.00770902708534019,0.0032539887329351,4e-04,0.0099,0.4581,143.651925590772,247.955137279318,105.404646819442,35.4419362198197,40.5800360288078,20.0991390999028,10.1632608595065,6.83589350288851,6.09480028100272,4.68769243632155,3.99243026969933,0.766899720986981,0.292482420124784,7e-04,0.0154,0.8335,203.300225324961,355.240607450209,150.063516393372,52.8374339377852,58.4407993920754,28.4357337986243,14.4225974896742,10.1287341123196,8.87827212061877,6.8546642447923,6.23590157827743,1.08458938190738,0.418328313954972,6.90901194906939e-08,6.51245381295931e-08,6.64442333739847e-06,6.26305185423582e-06,27.94,22.12,62.26,90.2,68.22,90.34
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,0.0016,0.001,0.0016,0.0207,0.0198,0.0207,0.5622,0.5878,0.5878,0.669121998322197,1.18214920618563,2.28960688474817,1.21254668412216,0.66457978674934,0.502105715971735,0.436138466809195,0.307618411158779,0.23204226844734,0.170755609001889,0.0972252427367327,0.0362261452922988,0.0104566972814899,9e-04,0.0182,0.4456,61.0100790371907,116.88125199806,209.456895384714,106.474533850304,62.4348557376973,38.6647294790975,31.3348590574256,26.9885281634294,22.3459109854164,14.9547144194618,9.65283763994761,2.90606436353516,0.804911879440626,0.0016,0.0261,0.678,87.0159748213725,165.316329458506,298.561750403185,153.114977856147,88.6403100210102,58.3745046087692,49.0815391646901,38.8193417089285,31.6467740223405,21.5200754614441,13.6518802710335,4.30790548558001,1.21544763401743,6.91278319236288e-08,8.77040950422971e-08,6.64805015656378e-06,8.43453651810437e-06,25.98,23.56,87.86,113.84,87.62,111.18
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,7e-04,0.0011,0.0011,0.0165,0.0216,0.0216,0.8908,0.8465,0.8908,2.10338500425009,3.28030702165772,1.2461486276071,0.734751671225897,0.35637733139735,0.301338397132425,0.1737762352326,0.126723588795565,0.122548093925844,0.0715733916102467,0.0543122750417597,0.0111168058725188,0.00490362507000721,8e-04,0.0153,0.6692,199.282828123691,320.244117433211,123.913314199322,69.6699395326202,33.6290087324992,23.8571340837651,16.8535833930206,10.8367098725869,10.4165577363792,7.07927916002171,4.96681340129526,0.936929801471753,0.427876231369572,0.0013,0.0227,0.9647,282.649681698442,453.154929797781,175.245474936446,98.806676027525,47.7185859393105,35.564004613721,23.8569097490862,15.6992128089311,15.1186813483218,10.0128165471526,7.08018360003005,1.36359057470476,0.616317677643551,1.5361734233443e-07,1.57512867835586e-07,1.47734388355415e-05,1.51480730197362e-05,23.28,20.34,30.94,54.22,33.94,54.28
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,0.0036,0.0033,0.0036,0.0489,0.05,0.05,1.3204,1.0356,1.3204,1.48226563342667,3.05495266762362,4.00396262135372,2.38371366194155,2.05624682947468,1.12168396432354,1.08873378441289,0.681984234373507,0.589328842861089,0.413936539279741,0.303584299011058,0.0979230576910194,0.0257977900228854,0.0024,0.0319,0.8606,134.690586410256,298.854881584719,335.600727351936,226.272955145484,181.059921628734,94.920638797896,82.4968930547547,61.9061239176171,54.8057893815626,41.199227470451,30.1465077072844,7.75723181385648,2.00619680993899,0.0038,0.0515,1.4346,192.225387355434,422.848727486629,489.327875606544,320.866089945651,260.191008168909,137.963243436946,125.542759156633,88.3676037695679,77.9152937129992,58.2657977335624,42.6356921617105,11.5607716030294,3.01484787031647,2.24849268758236e-07,2.09737228153625e-07,2.16238405686278e-05,2.01705098172963e-05,21.94,23.62,63.74,85.68,61.42,85.04
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,0.0042,0.0071,0.0071,0.0769,0.1066,0.1066,2.6672,2.6015,2.6672,3.20269524168556,8.82933434914064,7.22514314098485,5.78868831607849,1.78329022541911,1.2170575877221,1.31588256563502,1.21206682559264,0.771763828823776,0.765520214938967,0.796468061130294,0.0808415675523801,0.0458302841433603,0.0053,0.0742,2.1024,311.094455830898,805.194791193443,692.722239311508,393.69386307438,141.261327752113,116.663008366,126.296018576584,109.059743446241,73.4281423157046,59.336219562036,58.84216467226,7.84023406619372,4.14110788910497,0.0081,0.1078,2.9775,440.325641935335,1148.37667567094,981.393697835976,637.794410837122,210.529167533307,165.281763889198,178.910422738582,155.950577145025,104.100361164033,89.3055637918513,90.7382079490909,11.0981713248879,5.91652049549278,5.35123488337217e-07,6.99635810743682e-07,5.14630314798747e-05,6.72842447350402e-05,11.76,10.8,55.88,67.64,57,67.8
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,5e-04,6e-04,6e-04,0.0105,0.0116,0.0116,0.4035,0.3855,0.4035,0.483144487336728,1.62121996510619,1.15185669863664,0.450625643100672,0.475524128072096,0.204120769265949,0.106001766024789,0.084780584275304,0.0711114751490553,0.0557691685557088,0.0553093470211268,0.00780837936335292,0.00330264288348417,4e-04,0.0109,0.3582,47.2733419137841,146.278515069093,107.345882111709,34.9911363779178,40.8927187289743,20.1676672545216,10.0051772978673,6.87232496018256,5.90568207429735,4.51598074084756,3.98851799785565,0.764163395096367,0.291293725531642,7e-04,0.0155,0.5137,66.8863244774613,209.05297425144,152.563683743587,52.6201432990001,59.142702436401,28.5255271086672,14.1966499783396,10.1444735887367,8.63847039014067,6.66893760704784,6.23409773863249,1.0811937509349,0.41842946444482,2.36281798197724e-08,2.46113702372288e-08,2.27233113174583e-06,2.36688493195649e-06,28.99,22.66,62.43,91.42,68.79,91.45
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,0.0016,0.001,0.0016,0.0204,0.0202,0.0204,0.5663,0.5556,0.5663,0.615911042642509,1.11458756274454,2.31401324196269,1.23611649126339,0.667343893950541,0.503255680049944,0.436666309515723,0.309518527632052,0.232477876718492,0.170968971123912,0.0977139558793949,0.0362175673969548,0.0104196587053529,9e-04,0.0179,0.4067,61.4419975411993,105.884615617226,213.856369259604,107.885178379925,63.1831309592307,38.8541529850874,31.4062424460284,27.1242767556315,22.4148192896004,14.9905400530647,9.67047253726138,2.90540084309553,0.803687757895683,0.0017,0.0257,0.6191,86.8926167162686,150.13743699078,304.316951322765,155.389356817632,89.6214989474554,58.5876910584094,49.1630243179875,39.0260348228955,31.7415349813736,21.5652600257888,13.6775875184267,4.30690678563043,1.21242242416187,6.33396984941887e-08,8.20975674220729e-08,6.09140314072343e-06,7.89535460271335e-06,25.52,23.07,87.95,113.47,87.78,110.85
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,7e-04,0.0011,0.0011,0.0148,0.0193,0.0193,0.4568,0.6465,0.6465,0.714898661599352,1.95668485247823,1.32723634881051,0.715434075697808,0.355956628685982,0.30051149398302,0.171410268578664,0.12573112123536,0.123538087854957,0.0712246348414684,0.0537349221078267,0.0111194799730723,0.00492064726930907,8e-04,0.0133,0.5228,61.9175917702881,182.026254646087,125.82538693587,68.38631888051,33.4926696649541,23.6084148081747,16.8396217590259,10.7453089377964,10.3629915355743,7.0328658794888,4.90504479603244,0.918689306969185,0.415074806017638,0.0013,0.0206,0.7712,89.3681026428099,258.767381906385,178.450650986108,96.9097834143944,47.5413341852216,35.3137514103021,23.822316020454,15.5696721818072,15.1057852273365,9.94756820580801,6.99441538957924,1.34630558111228,0.603920014356935,4.4509315185957e-08,4.90260897838619e-08,4.28047794291384e-06,4.71485789144078e-06,31.19,23.8,27.8,58.99,33.37,57.17
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,0.0036,0.0033,0.0036,0.045,0.0497,0.0497,1.3328,1.0307,1.3328,1.4450572701459,2.30682821409414,4.23617806225668,2.38925464505693,2.04134768918065,1.13302983978447,1.09098535176022,0.686534373998928,0.584107747269178,0.411638525100116,0.300064269697011,0.0972229984350037,0.0256377615074111,0.0024,0.0305,0.8419,125.50000394018,211.58789036717,353.718669504834,226.945411485464,180.015395184259,95.8585410190314,82.2816383404895,61.830962402902,54.6685195629754,41.1208204989472,30.0020777465852,7.72596002345051,2.01045378387624,0.0038,0.051,1.435,181.00162372538,301.461621186637,516.416101502573,321.798231204877,258.594743078105,139.336853832746,125.512922077707,88.3984046372886,77.6516612375801,58.1536856638341,42.4293461400984,11.4985685048345,3.00972787789383,1.73172718821957e-07,1.58964935154177e-07,1.66540869059626e-05,1.5287718891682e-05,18.23,17.79,67.32,85.55,66.36,84.15
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,0.0043,0.0073,0.0073,0.0792,0.1057,0.1057,2.3622,2.5815,2.5815,2.74491238975132,6.23853488359063,7.480123011036,5.77924237474141,1.82397655897488,1.22815912895524,1.31772763603444,1.21553909564478,0.770115090413408,0.765167052990669,0.800749739331445,0.0806297905296947,0.0459776289793361,0.0053,0.073,1.6972,272.414454054766,590.895967257859,716.053569005897,395.175631316998,143.051466763082,117.397750839029,126.776435164867,109.315495603502,73.3804559348258,59.2943402081388,58.9681800316283,7.83872224793895,4.14775982011832,0.0081,0.1075,2.7056,385.274436494962,838.113585192239,1014.582763504,637.975354873756,214.140495708446,166.36335679009,179.556765530726,156.333195024603,104.017611705226,89.2527869017267,91.0918316093103,11.0944464173111,5.92794185800268,4.62985816798867e-07,6.21371908782332e-07,4.45255238911151e-05,5.97575752126651e-05,11.5,11.16,56.4,67.9,57.02,68.18
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,5e-04,6e-04,6e-04,0.0129,0.0142,0.0142,0.8045,0.8491,0.8491,1.62194302444448,2.9441294094487,1.17660805634314,0.462625905047241,0.474841877299067,0.206139891190611,0.108102610633374,0.086004050699959,0.0728630623999199,0.0572317470338917,0.0552742074905705,0.00795785956560367,0.0033229213272953,4e-04,0.0116,0.4824,162.067603977426,271.162016721204,111.122720148073,36.2626231820162,41.1433372107475,20.1886904029852,10.1895986011373,6.90455040098432,6.13917133948252,4.74638200492849,3.99990424092296,0.785142411616071,0.2964814057954,7e-04,0.0164,0.8875,229.198343532028,386.073435281604,157.664627834065,54.2969916705768,59.3768884650247,28.5635275499656,14.4606198999633,10.231950455338,8.9356836775033,6.94616437428476,6.23944151252691,1.1105603598185,0.424728337012353,8.64758809257577e-08,7.78200497890255e-08,8.31641869460928e-06,7.48398408842466e-06,29.65,23.83,60.7,90.35,66.69,90.52
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,0.0016,0.001,0.0016,0.0208,0.0196,0.0208,0.566,0.6,0.6,0.730584684294651,1.35191463330285,2.33004448707649,1.23609669894279,0.668183909569708,0.504402552133515,0.437727578384719,0.308269246213481,0.232266183769673,0.171301109703923,0.0974216294419657,0.0362354624266902,0.0104379028846506,9e-04,0.0183,0.4564,66.7596199739903,128.152421429374,215.211318949769,108.104901123175,63.1459454472279,38.9498994731966,31.4207354761289,27.0505521632301,22.4058245254217,14.9879642413752,9.66499762251151,2.90774212161149,0.80312477361794,0.0017,0.0264,0.6932,95.1788204927874,181.752836780096,306.27331881581,155.621648334578,89.5870748552193,58.7269017350287,49.2417449276866,38.9067435150299,31.7276278075048,21.5733569793358,13.6692350828841,4.30982151079748,1.21299604844886,7.17778644185608e-08,9.11385006388026e-08,6.90290479980351e-06,8.76482462389621e-06,26,23.62,87.87,113.87,87.61,111.23
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,7e-04,0.0011,0.0011,0.0179,0.0226,0.0226,1.0187,1.1361,1.1361,2.55527754990599,3.44792679702464,1.31526889237059,0.74651467968616,0.359230178942287,0.305494746224336,0.175359915121265,0.126931060454978,0.122983378523362,0.0717364357013814,0.0546592089764682,0.0112040472001845,0.00494433604417431,9e-04,0.0157,0.7668,251.390490856924,336.465333519516,128.326807452975,71.1653321783566,33.8734965663187,24.0919334293806,17.0606737914152,10.9467510700958,10.4506629151103,7.09503674066756,4.9851756143465,0.942138054523194,0.433723945077037,0.0013,0.0237,1.2484,355.614568775761,476.118222047094,181.591603770527,100.873078333732,48.0695823503555,35.9756454147102,24.1456530026645,15.8190104706415,15.1695019483437,10.0351152831779,7.10977455311063,1.37220385818898,0.623875743747024,1.86722224331828e-07,1.91964537765991e-07,1.79571480568717e-05,1.846130335405e-05,23.12,20.22,30.49,53.61,33.93,54.15
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,0.0036,0.0033,0.0036,0.0481,0.051,0.051,1.328,1.1536,1.328,1.59367854381467,3.16066930057209,4.20366648485359,2.39710295064633,2.04631281663886,1.12394794932601,1.09157766716717,0.685513147087796,0.584272944571254,0.410910508105367,0.300810042766218,0.0971372419189397,0.0255431392489221,0.0024,0.0325,0.8611,147.535357412821,308.641003411721,352.323087353262,226.370032666544,181.090974957176,95.5090503222598,82.3278041036124,61.7755765171749,54.8031383484407,41.088555371185,30.0179397623336,7.73027625252695,2.00259227729408,0.0038,0.0523,1.4398,209.887080901023,436.730996766523,513.71820772609,321.184634336313,259.916927649628,138.63462870706,125.582179204319,88.3084548026206,77.8209332834879,58.1079924785672,42.4519645051609,11.4978884445102,2.99825719462537,2.3388424785541e-07,2.22809697777698e-07,2.24927379798452e-05,2.14276942437803e-05,23.07,24.98,62.71,85.78,60.18,85.16
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,0.0043,0.0072,0.0072,0.0784,0.106,0.106,2.7521,2.6369,2.7521,3.31338207352037,9.18192342179156,7.52906725822918,5.83005162535085,1.80636520910224,1.22228308949362,1.31854800801807,1.22390334215167,0.773199008357591,0.765874637795467,0.79701137580337,0.0808430705725435,0.0459709825047058,0.0053,0.0722,2.1437,322.610180213897,842.41786909379,721.964729595858,396.796458244759,142.53519417085,117.12365630819,126.584170836848,109.65388443905,73.5229968723984,59.3897644615323,58.9388800342281,7.85257707240595,4.14809956230406,0.0082,0.1072,3.0326,456.564778263626,1200.18604596023,1022.80985618967,642.517237602753,212.78902283452,165.939218137265,179.314877900555,156.942824250174,104.240736060139,89.3677378235612,90.8402041756528,11.11461271008,5.92815497074497,5.62218242085134e-07,7.27674105269311e-07,5.40687443582259e-05,6.99806982925135e-05,12.12,10.75,55.52,67.64,57.02,67.77
